,kgCO2_per_item,exp_extinctions_per_item,scarcity_weighted_water_use_litres_per_item,exp_extinctions_per_item_err
514776,0.659815323630749,1.4610981868936163e-12,21.271591835072552,1.7590848716139055e-13
820539,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
95442,1.8836085128363595,5.5943418580858736e-11,30.079901834159298,3.139626343914952e-13
220708,1.8836085128363595,5.5943418580858736e-11,30.079901834159298,3.139626343914952e-13
850261,4.714111944085314,5.4231008692604075e-11,14.868367621079512,4.657693666533771e-12
900134,4.44314892268126,6.077439855297636e-11,16.921902410982916,1.388606441013128e-13
91404,0.1668132927899983,7.327098600818545e-12,5.18140089330355,7.857797529951915e-15
481454,13.570107081870365,6.730861340153394e-10,10.133329228118376,3.802636788866673e-11
561871,3.274174106822528,5.599135847774475e-11,10.792522690549518,1.9468166021529982e-13
900099,18.417393046540973,2.2758104174887132e-10,17.158975218877888,7.619898850031018e-11
100381,0.8156849183742183,3.6364125007443424e-11,25.651183305291806,6.132958250844122e-12
195400,2.3296188450304056,2.1032859182223866e-11,7.265382089568837,1.6380420582047998e-12
78308,2.4021073145684326,3.6546440300877105e-11,17.12428146645354,2.956897705937919e-13
98161,2.43583534097233,7.58073065474455e-11,26.578901523818182,6.492709562436437e-13
124297,13.570107081870365,6.730861340153394e-10,10.133329228118376,3.802636788866673e-11
671917,5.082031405382214,1.2512160987254193e-10,20.50397403994156,1.1580943658827254e-11
550235,0.20910868174449548,6.680558095985452e-12,2.454482104086479,5.58190708702356e-15
802975,0.1903509411726113,2.1956757691216464e-12,13.181529300544511,4.408896772200665e-13
222902,0.3566750654539114,3.2655806452007174e-11,2.053255996410639,3.285651988714827e-14
144562,0.7378349278480641,5.9893216786952375e-12,2.6099112980902626,3.0690598904057245e-13
223319,0.04472791880898866,1.6688416932732118e-11,1.82198095068867,8.181299159839349e-13
396667,0.4138215407135694,1.4036472378144935e-11,5.910621128869947,1.7796110473434762e-14
157713,0.8156849183742183,3.6364125007443424e-11,25.651183305291806,6.132958250844122e-12
417401,5.082031405382214,1.2512160987254193e-10,20.50397403994156,1.1580943658827254e-11
511422,0.9285080497168305,3.4267598946270954e-11,7.478570303344555,3.0246851528686733e-13
546370,0.8247691545384362,1.8263727336170203e-12,26.589489793840688,2.748570111896727e-13
552387,18.417393046540973,2.2758104174887132e-10,17.158975218877888,7.619898850031018e-11
560483,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
536255,0.17052709410811204,6.17829838241535e-12,7.073410710086075,6.110353571858257e-13
9029,0.33685978403980593,3.084159498245156e-11,1.9391862188322713,2.930720446724059e-14
39678,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
132756,0.32497061519134157,2.97530681007178e-11,1.870744352285247,2.7274967866813028e-14
253017,0.2404749840061705,7.682641810383021e-12,2.822654419699459,7.382072122588444e-15
255870,0.9086556503235945,2.2325020847040857e-11,5.029029770131682,4.4772202111157496e-14
285055,0.10455434087224784,3.3402790479927035e-12,1.2272410520432375,1.3954767717558726e-15
87456,0.5934122175951388,3.3477456619829266e-11,4.394218837746046,8.509224317835539e-14
156760,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
224786,0.14207919522055837,4.067208894505021e-12,1.7229300931437963,2.7787216156753367e-15
74944,0.45453973444026496,1.0794380205872108e-11,3.2783893610874872,1.0716243701891e-14
158066,0.15917482576931025,9.237685588833778e-11,5.716121477953891,1.8739012705248684e-11
466907,0.0664692976877001,2.6120238558873908e-12,4.123836194603914,4.853127892695702e-14
468285,0.4715284814482814,1.0042912467259558e-11,23.622738309912396,2.080307584247069e-12
513440,0.3125341421183693,7.514252353083448e-13,4.09511472553992,2.2251523396617158e-13
18344,0.3506882533991425,1.6301228716605983e-11,2.4620224866617315,2.5940704300337623e-14
55319,0.48322144334021017,2.0040039047040625e-10,2.763887514863821,8.1566523936436e-13
57699,0.18407151844030187,4.6651946034428154e-12,0.9029577895086978,1.7526284184508195e-15
66168,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
90649,0.6230499994738008,2.533836824266588e-11,15.456896603202228,2.1760697884618617e-13
151048,0.2875643677872955,1.3367007547616821e-11,2.018858439062615,1.7442529571546855e-14
157194,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
191803,0.6137044434485013,2.8527150254060774e-11,4.30853935165806,7.944340691978497e-14
192968,0.6137044434485013,2.8527150254060774e-11,4.30853935165806,7.944340691978497e-14
207067,0.7013765067982921,3.260245743321212e-11,4.924044973323513,1.0376281720135133e-13
277357,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
277862,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
315486,0.7013765067982921,3.260245743321212e-11,4.924044973323513,1.0376281720135133e-13
502200,0.1634905376889641,7.761510589852356e-12,2.0523366746673215,9.645976009389067e-15
568599,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
689129,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
727510,0.6014598051940779,1.1056834431655192e-11,4.2082969542910496,5.6221178276524066e-14
802532,0.3831680932533048,1.2996733683467227e-11,5.472797341546255,1.5257296359254404e-14
838384,0.18407151844030187,4.6651946034428154e-12,0.9029577895086978,1.7526284184508195e-15
958332,1.5400541159003702,3.670368389487682e-10,9.339625942303796,2.9667343713744483e-12
121868,0.23785992286391083,5.066091400150932e-12,11.916359103000254,5.293638000428011e-13
200531,1.3399082289720845,1.0876608168510551e-11,4.739598917331917,1.0121317573933862e-12
213661,0.4188098556810787,4.8426730188191383e-11,2.51921325569983,8.97147656241727e-14
252196,0.21473592867152638,5.70565542059859e-11,2.381812554178731,6.608526755827165e-14
272477,0.24640282583456308,3.31508052522139e-11,18.44624873506202,1.2374581604636288e-11
281152,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
550184,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
900189,0.024502602770502858,3.844501128087794e-12,4.51907568569015,6.007925558639973e-14
927919,0.14417060456485173,1.1132401120689334e-11,2.1453810029969205,1.56570664255965e-13
31229,1.0162130393435898,6.175718399219224e-12,3.8158276048010715,1.4865504945172142e-13
123705,0.052905598016199894,9.65620347248743e-12,7.445887970893137,6.525705716664859e-13
681999,1.7708038268353539,1.437437202886857e-11,6.26378711541663,1.767778496873697e-12
749356,0.22843017028847148,5.448681639878976e-12,1.4031285112209473,5.8567045267516584e-15
831654,0.7378349278480641,5.9893216786952375e-12,2.6099112980902626,3.0690598904057245e-13
968932,0.5340709958356236,3.0129710957846364e-11,3.954796953971432,6.892471697446779e-14
996439,0.027943097543767552,5.100107467863079e-12,3.932687308570319,1.820427229529847e-13
49565,1.1056855834421766,2.0393463643112785e-11,4.841468513892772,1.7875575273299125e-13
80757,2.9640651055155476,5.068821219020501e-11,9.770323404880719,1.595500627085166e-13
298492,0.1934718329314909,5.429242464597423e-13,13.108052511360189,1.3965452561613849e-13
694926,0.8854019134176769,7.187186014434285e-12,3.131893557708315,4.4194462421842426e-13
47319,1.560944698183297,1.1838590874963133e-10,16.8090892383868,1.1633560358175105e-12
558181,0.3976492584337082,3.291145617971939e-11,6.819220718763416,9.943132831774443e-14
947975,2.3296188450304056,2.1032859182223866e-11,7.265382089568837,1.6380420582047998e-12
275546,0.17052709410811204,6.17829838241535e-12,7.073410710086075,6.110353571858257e-13
64263,0.660958245825352,1.803081243035639e-11,3.2534879723621297,4.908756855112812e-14
290219,0.16348327552397252,2.9830884436343887e-12,0.9967799975895844,5.1056388729880206e-15
634835,0.4141817518835154,1.2308703047693972e-10,2.4825564588300093,3.119348098473631e-13
56304,2.4058392207763126,4.422733772662161e-11,16.833187817164205,8.995388524244028e-13
67811,0.39747101577254745,3.248464107671992e-12,1.4155497612216508,4.571422219822524e-14
