,kgCO2_per_item,exp_extinctions_per_item,scarcity_weighted_water_use_litres_per_item,exp_extinctions_per_item_err
959308,0.27982167255386947,5.015959176973365e-12,1.3364800646569774,1.5679612144518036e-14
81614,3.274174106822528,5.599135847774475e-11,10.792522690549518,1.9468166021529982e-13
160892,1.8836085128363595,5.5943418580858736e-11,30.079901834159298,3.139626343914952e-13
168614,0.18215217459585895,8.4064967078666e-12,2.4033812116263253,1.1261770420603618e-14
183147,0.6941647219057665,1.1495817310391183e-11,4.565248509289401,2.1631134600345618e-14
255543,0.17348943698339875,3.109894689723488e-12,0.8286176400873281,6.0272429083527274e-15
874667,0.5675960197221189,8.995001773797593e-11,3.6257377548620737,4.5456796197788443e-13
244137,1.6115776583185446,2.4939723003538745e-11,5.0693246818937405,3.484017388404111e-14
211193,0.7488319205545407,2.918133356908205e-11,6.654652083581259,6.852515348235474e-14
215643,0.4299969846379687,6.814395283179972e-11,2.7467710264106553,2.6088611224625926e-13
787171,0.558413140908105,6.456897358425514e-11,3.3589510075997824,1.59492916665196e-13
914507,0.2887601467313179,6.881940730289397e-11,1.7511798641819358,1.042992552436323e-13
213293,0.27422975328952526,1.1152450811032543e-11,6.803211533099567,4.215568642719281e-14
921052,0.018686911217470303,4.313991651031846e-12,0.6508512923063348,8.419317941224071e-16
229022,0.8296181112802611,2.1026229198615986e-11,4.069668910461864,3.560189447517823e-14
545207,0.21713720585622967,9.031601091866291e-12,3.2010672992754095,1.3179472111104818e-14
91564,0.468016313091895,1.9528746917612982e-11,9.617212891566524,3.663834142993711e-14
233952,0.45042279761386833,6.455878780578782e-11,16.85158355668047,4.4238875271743703e-13
260545,0.3443533355390881,1.0919886628289952e-11,4.404734074354485,1.4684492147413367e-14
754229,0.3331538407291867,1.548616728077548e-11,2.3389213623286476,2.3411485631054376e-14
196796,0.22070312204009387,8.757756445814109e-11,1.3014915186793985,1.242173156388677e-13
306905,0.09513994718590373,3.9936394968105175e-11,0.6067319221849371,1.8782589384840316e-14
379311,0.14333014483461962,1.1318361761809091e-11,4.073017307273101,1.9463278557503895e-14
93779,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
203152,2.2135047835441926,1.7967965036085714e-11,7.829733894270788,2.7621539013651523e-12
209072,1.4687961018341162,4.0068472067459255e-11,7.2299732719158465,2.424077459315012e-13
475737,1.8836085128363595,5.5943418580858736e-11,30.079901834159298,3.139626343914952e-13
14021,0.19413657529887277,1.1023680990412574e-11,4.032984234511945,1.0250899198338946e-14
15886,0.26743789319536526,1.115928395292161e-11,5.49555022375228,1.1963540058754823e-14
118577,0.427900629112588,1.7854854324674765e-11,8.792880358003666,3.062666255041277e-14
426646,0.43141461177528206,2.4497068867583985e-11,8.9621871878044,5.0621724436243257e-14
13699,1.8836085128363595,5.5943418580858736e-11,30.079901834159298,3.139626343914952e-13
141451,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
8920,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
13534,0.1322940578646171,1.5631143962976785e-11,1.57576658100772,2.0571724508972128e-14
32399,0.17425723478707814,5.5671317466545255e-12,2.04540175340539,3.876324365988565e-15
34328,1.9338931899822527,2.992766760424651e-11,6.0831896182724865,5.0169850393019267e-14
52317,0.7664961285724964,6.22374513350399e-12,2.711625662251386,1.656693878825871e-13
108029,0.4456001412269087,1.0877358657514845e-11,3.4195799242772997,9.639901318845922e-14
119186,0.6854460647721231,1.4608658170517292e-11,3.5160460699965586,2.960617197960733e-14
159140,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
163376,0.17425723478707814,5.5671317466545255e-12,2.04540175340539,3.876324365988565e-15
253426,0.9241442684916624,7.503806189331055e-12,3.2693359048420976,2.40825175283274e-13
256138,0.9794274013422681,4.64672892328608e-11,11.93272352670616,3.267041567355293e-13
519308,13.792761312387512,1.7043514139783315e-10,12.85033386435789,4.273614406759232e-11
542893,0.040079164001027165,1.2804403017305248e-12,0.4704424032832298,2.050575589607876e-16
545269,0.040079164001027165,1.2804403017305248e-12,0.4704424032832298,2.050575589607876e-16
769249,0.1664949075753335,6.98886911941844e-11,1.0617808638236537,5.752167999107418e-14
908519,1.8836085128363595,5.5943418580858736e-11,30.079901834159298,3.139626343914952e-13
992734,1.3368004236807316,3.263207597254562e-11,10.258739772831932,8.675911186961631e-13
70536,0.16348663414936368,3.109794920982169e-11,2.018614019535279,7.442031922910194e-14
954706,2.552739010776581,3.950452123760561e-11,8.029810296119695,8.741594732479738e-14
34313,0.2023913051065097,9.340551897629344e-12,2.670423568473698,1.390342027234985e-14
46831,0.1668132927899983,7.327098600818545e-12,5.18140089330355,7.857797529951915e-15
46836,0.1668132927899983,7.327098600818545e-12,5.18140089330355,7.857797529951915e-15
90213,0.21713720585622967,9.031601091866291e-12,3.2010672992754095,1.3179472111104818e-14
152929,2.3980275555779946,3.711030782926567e-11,7.543155126657888,7.714116196430645e-14
153556,2.3206718279787086,3.591320112509597e-11,7.299827541926981,7.224458456594802e-14
160335,0.4342744117124633,1.806320218373322e-11,6.4021345985508455,5.271788844442138e-14
208263,1.8836085128363595,5.5943418580858736e-11,30.079901834159298,3.139626343914952e-13
239006,4.518498270365391,1.0981744942435987e-10,18.57968351155142,2.8904032639102157e-13
370877,0.38281944331678824,1.5982367640537162e-10,8.952732317708714,2.2885138392869832e-11
425946,0.4047826102130237,1.8681103795259216e-11,5.340847136947433,5.5613681089401205e-14
523954,0.8247691545384362,1.8263727336170203e-12,26.589489793840688,2.748570111896727e-13
532828,0.1668132927899983,7.327098600818545e-12,5.18140089330355,7.857797529951915e-15
85607,5.082031405382214,1.2512160987254193e-10,20.50397403994156,1.1580943658827254e-11
238947,0.34650606995041083,9.97111742714176e-12,3.2872455180830342,2.1373420219399012e-14
258294,0.7361834280075096,1.2259101674350751e-11,14.16412724833581,4.2448565789606566e-14
654149,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
2201,0.1632379002237098,7.744548205476673e-12,1.9887872544510024,9.075115464875582e-15
167858,0.16204862848898222,5.138770178018768e-12,2.0728160349903204,3.2519290568665784e-15
210787,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
252622,0.66217749219091,2.1155100637287153e-11,7.7725266629405825,5.5974123844875333e-14
34392,0.4299969846379687,6.814395283179972e-11,2.7467710264106553,2.6088611224625926e-13
76867,0.16105194650364654,4.279241565448907e-11,1.786359415634047,3.7172963001527365e-14
77391,0.16105194650364654,4.279241565448907e-11,1.786359415634047,3.7172963001527365e-14
60524,0.4299969846379687,6.814395283179972e-11,2.7467710264106553,2.6088611224625926e-13
341705,0.3338321845754066,8.202018528586755e-12,1.8476218068527037,6.043189340721926e-15
154942,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
230442,0.468016313091895,1.9528746917612982e-11,9.617212891566524,3.663834142993711e-14
394479,0.5348757863907375,2.231856790584317e-11,10.991100447504603,4.785416023501938e-14
204541,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
519826,0.5176944375014584,3.5928377668197803e-11,9.190942372572202,1.6440272710273067e-13
86831,0.13420995541970585,3.5660346378741176e-11,1.4886328463617111,2.5814557639949865e-14
365061,5.902679422784513,4.79145734295619e-11,20.8792903847221,1.9641983298596637e-11
851675,2.0707777500058557,1.437135106727918e-10,36.7637694902889,2.6304436336437073e-12
851921,0.2912077508725103,9.87751759943517e-12,4.159325979575124,8.812614377105356e-15
2028,0.18297009652643276,5.8454883339872336e-12,2.147671841075671,4.2736476135023815e-15
676581,0.3827324462589228,2.5287865089543083e-12,1.9924031136170735,2.5639765223940584e-14
146523,0.9481624177289674,2.3295673927346927e-11,5.247683238398257,4.875007262008809e-14
37166,0.3259308310943312,8.00788791252552e-12,1.803891113199384,5.760506627959589e-15
544724,0.3259308310943312,8.00788791252552e-12,1.803891113199384,5.760506627959589e-15
907433,0.4746754169874521,1.75184122786449e-11,3.823223157077283,7.905007917678825e-14
1010,0.081773095225784,4.493842020276082e-11,0.5191853054067662,1.8431098860030177e-14
89835,0.22521139880693333,3.227939390289386e-11,8.425791778340216,1.1059718817935884e-13
236523,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
529197,0.9876691851343423,2.4266327007653136e-11,5.466336706664867,5.2897214214505635e-14
121300,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
109937,0.31732201983285613,1.259170662789759e-10,1.8712554389133382,2.5678260861931324e-13
861936,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
270667,0.22521139880693333,3.227939390289386e-11,8.425791778340216,1.1059718817935884e-13
104190,3.794649969405358,3.230241184365971e-10,8.00020207519145,5.948744154329627e-11
486284,0.1533463666126276,4.8990759370559064e-12,1.7999535429967362,3.0018255890214754e-15
846216,0.6685999290665553,2.605476211525184e-11,5.941653646054693,5.4627832814377175e-14
72643,0.660958245825352,1.803081243035639e-11,3.2534879723621297,4.908756855112812e-14
86750,0.20740452782005891,5.2565572996538415e-12,1.017417227615444,2.2251184046985333e-15
214450,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
273892,0.07356770734669671,2.91925214860468e-11,0.4338305062264518,1.3801923959873864e-14
273895,0.07356770734669671,2.91925214860468e-11,0.4338305062264518,1.3801923959873864e-14
377712,0.005763404703635341,3.830659293873528e-14,0.14071829519025306,3.0414455014619764e-16
630130,18.417393046540973,2.2758104174887132e-10,17.158975218877888,7.619898850031018e-11
100333,0.12749945764872042,3.387732905980416e-11,1.414201204043617,2.3297638270054775e-14
8093,0.20256078561122948,6.423462722523504e-12,2.5910200437379345,5.0811391513540984e-15
92143,0.39506767405373555,9.706530803060955e-12,2.186534682665925,8.463554274320564e-15
98964,0.28036489791697633,1.540745835523231e-10,1.7800639042518025,2.1665944782403068e-13
113796,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
118984,4.009710558061879,1.0064645633203087e-10,17.398818295824316,2.3776618584276235e-13
120302,3.143478427578401,5.85154618166422e-11,11.088366463813275,1.5069223177888743e-13
196967,0.3440109476670586,5.728552184275927e-12,6.618751050624186,9.269055330073677e-15
248177,0.1569384230693201,1.2238597426818295e-11,12.254503497286837,2.5021555766153634e-14
253115,0.3506792115157259,5.095047453874601e-12,1.7066088114241627,1.2605429600849051e-14
256388,0.5916988299873424,9.853109756954774e-12,11.384251807073635,2.7421573288490575e-14
257634,0.06835596460429956,5.3252500936363725e-12,0.5346488580455702,4.3279108560001656e-15
258963,0.1954576595132532,6.228342787312305e-12,3.2382505294210215,1.028154154917708e-14
377477,0.6260927087320415,7.492362672579691e-12,7.963411796233621,1.8256163034162785e-14
529485,0.5348757863907375,2.231856790584317e-11,10.991100447504603,4.785416023501938e-14
761438,0.023052334787371752,5.292089841738366e-13,0.3647945265547154,7.644714177083466e-17
851052,0.553722393926107,8.83511870004732e-12,3.3641111904759593,1.391992369367273e-14
38240,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
122595,0.4305346603113241,2.6292412185795833e-11,10.98997523388458,1.4130727577211118e-13
200908,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
210603,0.19726214253701782,9.16944115309054e-12,1.384887648747223,8.207800970028379e-15
236968,0.1632379002237098,7.744548205476673e-12,1.9887872544510024,9.075115464875582e-15
267438,0.1632379002237098,7.744548205476673e-12,1.9887872544510024,9.075115464875582e-15
692057,0.2084418374823111,8.271214421046653e-11,1.2291864343083239,1.1079877845565644e-13
116023,0.36906429260960666,1.539981185503195e-11,7.583859308778159,2.278336568789295e-14
120648,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
203514,0.39506767405373555,9.706530803060955e-12,2.186534682665925,8.463554274320564e-15
468174,0.24510733576194618,2.0808476698041175e-11,23.193916917627856,2.7324298732360412e-12
787284,1.1925674671557207,1.8455395022618635e-11,3.751300264601361,1.9078479218900847e-14
880878,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
131906,0.1416855054541087,2.5853433178164306e-12,0.8638759979109667,3.834902086822037e-15
233380,0.6311585621522331,7.959495827955829e-11,3.5934436079476817,2.2274309151129084e-13
90734,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
110160,1.3764513945916468,6.398232271267943e-11,9.66343826014743,3.9963276268689694e-13
122230,0.17165798380896236,6.811588346744288e-11,1.0122711811950944,7.514380822598148e-14
183394,0.24069410387582899,1.0043355557629497e-11,4.945995201377046,9.690467447591444e-15
207119,0.24548177737939966,1.141086010162411e-11,1.7234157406632091,1.2710945107165294e-14
282497,0.2624225835737251,7.080212644411161e-11,1.4487820210913898,1.3194716142896298e-13
884643,0.22070312204009387,8.757756445814109e-11,1.3014915186793985,1.242173156388677e-13
71102,0.5348757863907375,2.231856790584317e-11,10.991100447504603,4.785416023501938e-14
111150,0.6672300581798838,2.2596925674165347e-11,10.258660096825775,5.3604214712985675e-14
111170,0.6672300581798838,2.2596925674165347e-11,10.258660096825775,5.3604214712985675e-14
115169,0.27529385141007995,5.603774036224477e-12,7.3628537326707875,2.2135395212695624e-14
513705,0.4011568397930533,1.67389259293826e-11,8.243325335628446,2.691796513219876e-14
929010,0.30653447460264355,1.0397386946773658e-11,4.378237873236992,9.764669669922677e-15
519163,0.1236650759270526,5.8670819738459276e-12,1.5066570109477249,5.208399601053425e-15
972787,0.19989230443750952,9.291700368465114e-12,1.4033528173971812,8.428134827179396e-15
122802,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
2189,0.09419272940994775,2.2088387749647768e-12,0.8603946643629694,1.538116994881427e-15
149316,0.3566750654539114,3.2655806452007174e-11,2.053255996410639,3.285651988714827e-14
273787,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
810869,0.09809027646226359,3.8923361981395967e-11,0.5784406749686208,2.4536753706442835e-14
892786,4.009710558061879,1.0064645633203087e-10,17.398818295824316,2.3776618584276235e-13
127416,1.3399082289720845,1.0876608168510551e-11,4.739598917331917,1.0121317573933862e-12
529091,0.027120076172787833,1.6842815482270838e-11,0.7869398546422183,1.027512592718772e-14
271182,0.9902225360597998,2.4171908127811753e-11,7.59906649839402,4.76044509572658e-13
33561,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
120163,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
299410,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
542604,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
949678,0.18230470705010515,5.781116450271106e-12,2.331918039364115,4.115722712596752e-15
373285,1.3399082289720845,1.0876608168510551e-11,4.739598917331917,1.0121317573933862e-12
554740,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
612040,1.3399082289720845,1.0876608168510551e-11,4.739598917331917,1.0121317573933862e-12
8703,0.27733287224723424,1.2363802502530765e-11,8.721402323799214,7.089699737975806e-13
56435,0.7148893480498774,2.4210991793748538e-11,10.991421532313337,6.153545056337633e-14
255755,0.49788366260827144,8.245275864004682e-12,3.274385137697211,1.112781697204931e-14
279182,0.27529385141007995,5.603774036224477e-12,7.3628537326707875,2.2135395212695624e-14
279184,0.27529385141007995,5.603774036224477e-12,7.3628537326707875,2.2135395212695624e-14
611960,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
812499,0.7148893480498774,2.4210991793748538e-11,10.991421532313337,6.153545056337633e-14
32640,0.553722393926107,8.83511870004732e-12,3.3641111904759593,1.391992369367273e-14
114459,0.28926700974655317,9.241438699446374e-12,3.3953669106529683,1.068159942291797e-14
201782,0.07111545043513987,2.8219437436511712e-11,0.419369489352239,1.289713116694865e-14
527256,0.28036489791697633,1.540745835523231e-10,1.7800639042518025,2.1665944782403068e-13
924483,0.15803383300650703,2.8836521621798974e-12,0.9635539976699288,4.77093588020322e-15
111192,0.17209974621645838,1.3052470644942286e-11,1.8532623195575024,1.4141584513169634e-14
928057,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
332608,0.013951490736970381,8.288225458554131e-13,0.12951270924734065,2.8161344804032994e-17
603,1.0162718921811653,3.960323841518287e-11,9.031313542003144,1.2621214493433732e-13
126426,0.14333014483461962,1.1318361761809091e-11,4.073017307273101,1.9463278557503895e-14
258495,0.011212146730482013,2.5883949906192538e-12,0.39051077538378953,3.03095445884082e-16
141445,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
221242,0.24982496892051298,7.922270691112267e-12,3.195591387276775,7.728977220226342e-15
265588,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
619697,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
180682,0.03906417406351789,2.3207031283952123e-12,0.36263558589255773,2.2078494326363013e-16
549868,0.045980171190392376,1.559608042016029e-12,0.6567356809855253,2.1970506757324956e-16
831017,0.3831680932533048,1.2996733683467227e-11,5.472797341546255,1.5257296359254404e-14
838826,0.25925565977507525,6.570696624567363e-12,1.2717715345193112,3.4767475073415115e-15
885430,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
886870,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
958885,1.3399082289720845,1.0876608168510551e-11,4.739598917331917,1.0121317573933862e-12
969846,1.8142159089858494,7.656230479391635e-11,16.64649336945468,1.94537435739246e-11
971491,0.05580596294788369,3.315290183421783e-12,0.5180508369893686,4.505815168645537e-16
971817,1.3399082289720845,1.0876608168510551e-11,4.739598917331917,1.0121317573933862e-12
136592,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
162004,0.03833659165315646,1.2247689842639734e-12,0.4499883857491782,1.8761409931383863e-16
654840,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
9074,0.3506792115157259,5.095047453874601e-12,1.7066088114241627,1.2605429600849051e-14
40603,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
74216,0.17052709410811204,6.17829838241535e-12,7.073410710086075,6.110353571858257e-13
88648,1.8836085128363595,5.5943418580858736e-11,30.079901834159298,3.139626343914952e-13
253708,0.6617402712639598,1.8137413247825933e-11,11.160223689753893,1.5547348039948476e-13
271092,,,,
279192,0.27424086788531427,2.2697555986013088e-11,4.7029108405264965,4.729195163745213e-14
769578,0.4765928986999178,1.6140661195832366e-11,7.32761435487555,2.7349089139278392e-14
884159,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
893706,0.34650606995041083,9.97111742714176e-12,3.2872455180830342,2.1373420219399012e-14
240922,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
278648,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
28843,3.143478427578401,5.85154618166422e-11,11.088366463813275,1.5069223177888743e-13
81965,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
848344,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
284454,0.1668132927899983,7.327098600818545e-12,5.18140089330355,7.857797529951915e-15
528302,0.05580596294788369,3.315290183421783e-12,0.5180508369893686,4.505815168645537e-16
540688,0.05580596294788369,3.315290183421783e-12,0.5180508369893686,4.505815168645537e-16
62976,0.763810933661928,1.0269543736176798e-11,3.7714895689362162,5.4321578139460115e-14
93527,3.067808647631931,9.547538237420623e-11,33.4747519948448,1.0298800754902769e-12
7516,4.518498270365391,1.0981744942435987e-10,18.57968351155142,2.8904032639102157e-13
98863,0.28036489791697633,1.540745835523231e-10,1.7800639042518025,2.1665944782403068e-13
183794,0.4299969846379687,6.814395283179972e-11,2.7467710264106553,2.6088611224625926e-13
186264,0.4299969846379687,6.814395283179972e-11,2.7467710264106553,2.6088611224625926e-13
266115,0.6260927087320415,7.492362672579691e-12,7.963411796233621,1.8256163034162785e-14
270688,0.13977864395872627,5.546579082348932e-11,0.8242779618302808,4.9824945495145563e-14
280745,0.3506882533991425,1.6301228716605983e-11,2.4620224866617315,2.5940704300337623e-14
240039,0.19413657529887277,1.1023680990412574e-11,4.032984234511945,1.0250899198338946e-14
74301,0.4904716130668971,2.3284531769557228e-11,6.157010024002034,8.681378408450318e-14
268751,0.2102736734377313,1.1555593766424215e-10,1.3350479281888563,1.2187093940101698e-13
9903,0.21713720585622967,9.031601091866291e-12,3.2010672992754095,1.3179472111104818e-14
98821,1.0008249920298184,9.555047414176198e-11,7.5389065496854455,6.051380937194884e-13
111736,0.1446831577818397,5.7411958922559104e-11,0.8531999955787187,5.3382774782579996e-14
953091,1.2790061545341191,6.419518994541779e-11,27.738449526244207,7.351726372232819e-13
132082,0.19869188379170086,5.231214382644139e-12,1.346987644051995,3.7335921144888335e-15
279578,0.040079164001027165,1.2804403017305248e-12,0.4704424032832298,2.050575589607876e-16
109517,0.17209974621645838,1.3052470644942286e-11,1.8532623195575024,1.4141584513169634e-14
114641,0.049657683505290165,1.3194328160134028e-11,0.5507941531538169,3.534012940908995e-15
114691,0.049657683505290165,1.3194328160134028e-11,0.5507941531538169,3.534012940908995e-15
125668,0.44505916319635386,2.510809246487234e-11,3.2956641283095243,4.7864386787825614e-14
190547,0.9568311156473075,6.321966272385783e-12,4.981007784042699,1.602485326496291e-13
251720,0.5822675669604197,8.858807741850997e-12,4.150902686547413,1.7373874858786908e-14
279082,0.5640190896580227,2.238093313930278e-10,3.326033881069612,8.112464194192775e-13
68477,0.2336374149308134,1.2839548629360234e-10,1.4833865868765042,1.504579498777988e-13
122232,0.2605927990904484,3.013218767265245e-11,1.5675104702132305,3.473401296264269e-14
233706,0.19018176199582015,4.365974119434224e-12,3.009554844076467,5.203183586777689e-15
253659,0.3229009952334922,1.971930913934683e-11,8.242481425413423,7.948534262181228e-14
522367,0.0534070995835614,3.012971095784324e-12,0.39547969539712036,6.892471697445839e-16
17510,0.17052709410811204,6.17829838241535e-12,7.073410710086075,6.110353571858257e-13
58174,0.18874389265168176,1.071746762956782e-11,3.9209568946643922,9.68931444287444e-15
327349,0.24640282583456308,3.31508052522139e-11,18.44624873506202,1.2374581604636288e-11
30950,8.341467226154773,1.0667685702027381e-10,14.905615755735925,7.118618818773303e-13
198543,0.10466342941801778,6.956477277674327e-13,2.5554442406549955,1.0030249295669386e-13
282057,0.027902981473941862,1.657645091710893e-12,0.2590254184946766,1.126453792161363e-16
360120,0.5383428881230756,1.0017614565617681e-11,2.7527164654798306,7.043509567091492e-14
48303,0.05580596294788369,3.315290183421783e-12,0.5180508369893686,4.505815168645537e-16
159933,0.5348757863907375,2.231856790584317e-11,10.991100447504603,4.785416023501938e-14
164812,0.07715141574780729,3.586270317653196e-12,0.5416449470655726,1.255530088136283e-15
49017,0.48400064315398095,1.1494015959956328e-11,3.4908775604172275,1.2150404917481781e-14
908396,1.6760407646512878,2.593731192368034e-11,5.272097669169481,3.768313207297891e-14
259765,0.6370453520054726,9.6922147419554e-12,4.541405726745235,2.0796592960664134e-14
10890,0.22521139880693333,3.227939390289386e-11,8.425791778340216,1.1059718817935884e-13
101664,5.902679422784513,4.79145734295619e-11,20.8792903847221,1.9641983298596637e-11
121223,0.21210556651769194,1.0755431867287227e-10,1.103347723176506,1.5086768041274564e-13
900280,0.36588902153752606,4.6142004799743615e-11,2.0831557147522743,7.485590136905311e-14
153723,0.06291087613509695,1.4494716150284662e-12,0.7925356175521208,2.9551245437341076e-15
239975,0.45759145490461306,8.514972380775084e-12,2.3398089956578487,5.088935662223631e-14
297703,0.15434144873266117,4.100939833555211e-11,1.7119277733159606,3.413975247883345e-14
489098,0.5348757863907375,2.231856790584317e-11,10.991100447504603,4.785416023501938e-14
965783,0.7343980509170576,2.0034236033729582e-11,3.6149866359579104,6.0601936482875e-14
20376,0.8766982461252849,1.3567209313924952e-11,2.75771262695017,1.0310461698547416e-14
22142,0.3560473305570823,2.0086473971897423e-11,2.636531302647605,3.0633207544207586e-14
165640,0.17052709410811204,6.17829838241535e-12,7.073410710086075,6.110353571858257e-13
207113,5.429101381098081,6.599769231898904e-11,22.82294046133672,6.223350221985055e-12
313674,0.468016313091895,1.9528746917612982e-11,9.617212891566524,3.663834142993711e-14
193886,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
540725,,,,
622,1.3399082289720845,1.0876608168510551e-11,4.739598917331917,1.0121317573933862e-12
37105,0.6685999290665553,2.605476211525184e-11,5.941653646054693,5.4627832814377175e-14
141949,0.04178235680211133,9.591912838150744e-13,0.6611900793804246,2.5114080558309475e-16
158412,6.560039101240808,8.899823259969252e-11,17.929534559817434,2.1086102178431738e-13
166308,0.24032117733254746,9.536223685442046e-11,1.4171796536731314,1.4728186412292475e-13
289925,0.6644668727113299,1.0602142440056951e-11,4.03693342857116,2.00446901188891e-14
516247,0.6685999290665553,2.605476211525184e-11,5.941653646054693,5.4627832814377175e-14
982665,1.3399082289720845,1.0876608168510551e-11,4.739598917331917,1.0121317573933862e-12
96248,0.7013584230314516,1.0190094907749223e-11,3.413217622848341,5.042171840339641e-14
143148,0.01753441266995633,8.150614358302892e-13,0.12310112433308312,6.485176075084129e-17
283552,0.1632379002237098,7.744548205476673e-12,1.9887872544510024,9.075115464875582e-15
13885,0.7254775183225021,4.3098772384483734e-11,6.734660880862064,7.614827635011351e-14
48914,0.1411117504779436,1.8985042655452894e-11,10.563930993647853,4.058499662682243e-12
107343,0.19368938491164964,1.5295083461904242e-11,5.504077442260966,3.5542875378933614e-14
293449,0.21041295203948346,9.780737229963506e-12,1.4772134919970341,9.338653548121434e-15
347594,0.4011568397930533,1.67389259293826e-11,8.243325335628446,2.691796513219876e-14
257074,0.34089331744450524,2.691934689295155e-11,9.687176298379324,1.1009761077378544e-13
158084,0.5165050264310692,4.078688923174482e-11,14.677539846029319,2.527493360279745e-13
286636,0.1632379002237098,7.744548205476673e-12,1.9887872544510024,9.075115464875582e-15
181193,0.7013584230314516,1.0190094907749223e-11,3.413217622848341,5.042171840339641e-14
264605,0.14763095096167664,3.922638101661556e-11,1.637496130997879,3.123561474433954e-14
258507,0.9086556503235945,2.2325020847040857e-11,5.029029770131682,4.4772202111157496e-14
533077,2.9513397113922566,2.395728671478095e-11,10.43964519236105,4.910495824649159e-12
92455,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
307033,0.09343455608735567,2.1569958255161093e-11,3.2542564615317544,2.1048294853062764e-14
339957,0.08582899190448053,3.405794173372141e-11,0.5061355905975411,1.8785952056495244e-14
56095,1.938615045756473,1.9429951229766564e-10,11.89227583024003,1.2621238729826817e-12
200310,0.4925857535726507,1.2484323586678151e-11,2.4163659155867174,1.2551058501503098e-14
364954,0.9503513162313756,2.1975033726349034e-10,1.1864097957931756,1.860640505649127e-13
742020,0.2903663389480882,7.35918021951549e-12,1.4243841186616308,4.3612320732092034e-15
905128,0.9503513162313756,2.1975033726349034e-10,1.1864097957931756,1.860640505649127e-13
104446,0.12749945764872042,3.387732905980416e-11,1.414201204043617,2.3297638270054775e-14
195355,0.2307143719258205,9.684575779765543e-11,1.471324911298499,1.1045336470122813e-13
629841,0.15939669925117922,6.325046321976832e-11,0.9399660968240133,6.479236525607573e-14
40498,0.9503513162313756,2.1975033726349034e-10,1.1864097957931756,1.860640505649127e-13
266506,0.12912625660776544,1.0196722307936077e-11,3.669384961507308,1.5796833501748095e-14
539450,0.13031256370398728,2.043454605460078e-11,6.157040553605423,4.720002239604946e-14
