house,individ,size,sclass,lifestge,hhincome,child,region,age,sex,bmi,ethnicity,terageed,main_flag,num_adult,active_periods_th,area_code
761679,0,2,5,6,3,0,3,64,1,243,1,2,1,2,13,BL6
761679,1,2,5,6,3,0,3,65,2,342,1,2,0,2,13,BL6
630677,0,2,3,7,5,0,3,65,2,0,1,2,1,2,13,M6
630677,1,2,3,7,5,0,3,66,1,0,1,2,0,2,13,M6
304107,0,2,3,7,0,0,4,72,1,287,1,2,1,2,13,B26
304107,1,2,3,7,0,0,4,74,2,0,1,2,0,2,13,B26
932744,0,2,4,7,0,0,3,68,2,0,1,2,1,2,13,BL5
932744,1,2,4,7,0,0,3,67,1,0,1,2,0,2,13,BL5
295845,0,2,4,6,0,0,4,63,1,221,1,3,1,2,10,B29
126054,0,2,1,7,2,0,4,79,1,196,1,2,1,2,11,WS4
382553,0,2,4,7,0,0,4,68,1,0,1,2,1,2,13,B90
345166,0,3,1,5,8,0,4,55,1,0,6,3,1,3,12,B75
345166,1,3,1,5,8,0,4,64,2,207,6,3,0,3,12,B75
867187,0,2,3,6,2,0,3,57,1,327,1,2,1,2,5,M30
871805,0,2,3,7,0,0,4,82,1,203,1,1,1,2,13,B26
871805,1,2,3,7,0,0,4,82,2,293,1,2,0,2,13,B26
461373,0,4,4,5,5,0,3,48,1,262,1,3,1,4,7,BL2
461373,1,4,4,5,5,0,3,51,2,0,1,3,0,4,7,BL2
461373,2,4,4,5,5,0,3,31,2,0,1,3,0,4,7,BL2
249731,0,5,4,5,6,0,4,51,1,374,1,2,1,5,13,B74
249731,1,5,4,5,6,0,4,53,2,266,1,1,0,5,13,B74
322087,0,4,3,4,4,2,4,51,2,0,99,3,1,2,13,B64
322087,1,4,3,4,4,2,4,49,1,305,99,3,0,2,13,B64
199607,0,1,1,7,4,0,4,76,2,326,1,3,1,1,13,B29
148451,0,2,4,7,2,0,4,83,1,216,1,1,0,2,13,B47
148451,1,2,4,7,2,0,4,85,2,221,1,1,1,2,13,B47
950750,0,3,3,5,4,0,4,71,1,0,1,2,1,3,13,B90
950750,1,3,3,5,4,0,4,74,2,0,1,1,0,3,13,B90
836217,2,4,5,5,0,0,3,52,1,226,1,2,1,4,13,M33
279105,0,2,4,7,1,0,4,63,1,333,7,2,0,2,13,WS2
279105,1,2,4,7,1,0,4,67,2,489,7,1,1,2,13,WS2
904878,0,2,3,6,4,0,3,63,2,240,1,2,1,2,13,M8
904878,1,2,3,6,4,0,3,63,1,286,1,2,0,2,13,M8
501114,0,3,5,5,3,0,3,63,1,225,1,2,1,3,7,M9
501114,1,3,5,5,3,0,3,78,2,230,1,2,0,3,7,M9
237359,0,3,3,5,4,0,4,65,1,207,1,3,1,3,12,B91
237359,1,3,3,5,4,0,4,69,2,0,1,3,0,3,12,B91
237359,3,3,3,5,4,0,4,25,2,0,1,2,0,3,12,B91
753794,0,8,4,4,4,3,4,54,1,234,1,2,1,5,13,WV14
753794,1,8,4,4,4,3,4,54,2,315,1,2,0,5,13,WV14
425000,0,2,1,6,3,0,4,55,1,252,1,2,1,2,13,B26
425000,1,2,1,6,3,0,4,59,2,441,1,2,0,2,13,B26
181237,0,2,5,7,2,0,4,77,1,254,1,1,1,2,2,DY2
181237,1,2,5,7,2,0,4,81,2,224,1,1,0,2,2,DY2
216903,0,2,6,7,0,0,4,75,1,227,1,2,1,2,13,B23
216903,5,2,6,7,0,0,4,44,2,216,1,2,0,2,13,B23
688385,0,2,3,7,0,0,4,72,1,191,3,1,1,2,13,B74
688385,1,2,3,7,0,0,4,74,2,203,3,3,0,2,13,B74
311374,0,1,3,7,2,0,4,73,1,244,1,2,1,1,13,B26
383280,0,2,3,7,3,0,4,80,1,245,12,2,1,2,6,B32
383280,1,2,3,7,3,0,4,74,2,225,12,2,0,2,6,B32
330423,0,2,3,6,7,0,3,62,1,233,12,3,1,2,11,M8
131973,0,2,3,7,0,0,3,68,1,352,1,2,1,2,11,M33
131973,1,2,3,7,0,0,3,71,2,361,1,3,0,2,11,M33
46300,0,3,4,5,0,0,3,73,1,0,1,2,1,3,13,M19
46300,1,3,4,5,0,0,3,75,2,0,1,2,0,3,13,M19
46300,3,3,4,5,0,0,3,40,1,0,1,2,0,3,13,M19
561287,0,2,3,6,3,0,4,56,1,252,1,2,1,2,7,CV7
561287,3,2,3,6,3,0,4,28,1,209,1,2,0,2,7,CV7
648336,0,2,3,7,3,0,4,72,1,0,1,1,1,2,12,B26
968826,0,2,5,7,2,0,3,79,1,205,1,2,1,2,13,M44
968826,1,2,5,7,2,0,3,80,2,184,1,1,0,2,13,M44
492777,0,2,4,7,0,0,4,77,1,228,1,2,1,2,13,B13
492777,1,2,4,7,0,0,4,79,2,219,1,2,0,2,13,B13
987630,0,2,3,7,8,0,4,72,1,213,1,3,1,2,13,WS1
987630,1,2,3,7,8,0,4,75,2,213,1,3,0,2,13,WS1
371490,0,2,3,7,4,0,4,75,1,218,1,2,1,2,13,DY9
371490,1,2,3,7,4,0,4,76,2,239,1,3,0,2,13,DY9
555215,0,2,5,7,2,0,3,72,1,312,1,1,1,2,13,M24
166741,0,3,3,5,0,0,3,72,1,301,1,2,1,3,13,M33
166741,1,3,3,5,0,0,3,75,2,244,1,2,0,3,13,M33
583177,0,2,3,7,4,0,4,66,1,251,1,2,1,2,13,B31
583177,6,2,3,7,4,0,4,63,2,266,1,2,0,2,13,B31
413589,0,2,3,7,2,0,3,68,1,306,1,1,0,2,13,M22
413589,1,2,3,7,2,0,3,71,2,281,1,2,1,2,13,M22
517484,0,1,3,7,2,0,4,78,1,302,1,3,1,1,13,B45
583298,0,6,5,5,1,0,3,66,1,282,0,2,1,6,9,M30
583298,1,6,5,5,1,0,3,69,2,343,0,2,0,6,9,M30
583298,2,6,5,5,1,0,3,47,2,0,0,2,0,6,9,M30
583298,4,6,5,5,1,0,3,42,1,0,0,2,0,6,9,M30
139697,0,2,3,6,0,0,4,60,1,230,1,3,1,2,13,B78
139697,1,2,3,6,0,0,4,65,2,301,1,3,0,2,13,B78
295671,0,2,5,7,0,0,3,72,1,186,1,3,1,2,12,WA3
295671,1,2,5,7,0,0,3,77,2,210,1,3,0,2,12,WA3
591574,0,2,3,7,2,0,4,69,1,372,1,1,1,2,13,B63
591574,1,2,3,7,2,0,4,67,2,331,1,2,0,2,13,B63
376315,0,2,3,6,5,0,3,59,1,278,1,3,1,2,1,BL4
376315,1,2,3,6,5,0,3,69,2,237,1,2,0,2,1,BL4
233640,0,5,3,5,7,0,4,64,1,213,4,2,1,5,6,B44
233640,3,5,3,5,7,0,4,41,1,246,4,3,0,5,6,B44
930886,0,2,3,7,0,0,3,65,1,236,1,3,1,2,13,WA15
930886,1,2,3,7,0,0,3,68,2,236,1,3,0,2,13,WA15
807775,0,2,3,7,4,0,3,65,2,253,1,2,1,2,12,M28
807775,1,2,3,7,4,0,3,65,1,281,1,2,0,2,12,M28
139589,0,3,3,5,3,0,4,62,1,0,1,2,1,3,13,B90
139589,2,3,3,5,3,0,4,68,2,0,1,2,0,3,13,B90
139589,3,3,3,5,3,0,4,29,2,0,1,3,0,3,13,B90
920036,0,4,3,5,6,0,4,59,1,249,1,2,1,4,9,B17
920036,1,4,3,5,6,0,4,67,2,295,1,2,0,4,9,B17
661963,0,3,3,5,0,0,4,70,1,328,4,1,1,3,13,WS2
661963,1,3,3,5,0,0,4,69,2,280,4,2,0,3,13,WS2
661963,3,3,3,5,0,0,4,38,2,0,4,1,0,3,13,WS2
466735,0,2,1,6,0,0,3,61,2,285,1,3,1,2,13,M33
466735,1,2,1,6,0,0,3,57,1,0,1,3,0,2,13,M33
780736,0,2,1,6,0,0,3,59,1,273,1,2,1,2,13,OL6
780736,1,2,1,6,0,0,3,70,2,291,1,3,0,2,13,OL6
214902,0,2,4,6,4,0,4,56,1,0,1,2,1,2,13,DY3
773138,0,2,4,7,3,0,4,67,1,285,1,2,1,2,13,B14
773138,4,2,4,7,3,0,4,66,2,0,1,2,0,2,13,B14
584317,0,1,3,6,4,0,4,57,1,233,1,3,1,1,5,B72
913726,0,4,4,3,4,1,4,60,1,354,1,2,1,3,11,B70
913726,1,4,4,3,4,1,4,60,2,297,1,2,0,3,11,B70
913726,3,4,4,3,4,1,4,27,1,224,1,2,0,3,11,B70
215184,0,4,3,5,0,0,3,57,1,0,1,2,1,4,13,M44
215184,1,4,3,5,0,0,3,53,2,0,1,1,0,4,13,M44
360661,0,2,5,6,3,0,4,57,1,216,1,3,1,2,12,B92
360661,1,2,5,6,3,0,4,57,2,233,1,3,0,2,12,B92
610693,0,4,1,5,4,0,3,62,1,411,1,3,1,4,12,M24
610693,1,4,1,5,4,0,3,58,2,273,1,3,0,4,12,M24
303700,1,1,6,7,0,0,3,71,2,350,1,1,1,1,13,WA3
30657,0,3,3,5,0,0,3,58,1,0,1,2,1,3,10,M33
891141,0,4,4,5,8,0,4,58,2,313,1,2,0,4,13,B63
891141,1,4,4,5,8,0,4,59,1,273,1,2,1,4,13,B63
891141,2,4,4,5,8,0,4,23,2,264,1,3,0,4,13,B63
646785,0,3,1,1,5,0,4,44,1,0,1,3,1,3,13,B14
646785,1,3,1,1,5,0,4,51,2,0,1,3,0,3,13,B14
646785,2,3,1,1,5,0,4,26,1,0,1,3,0,3,13,B14
326607,0,2,5,7,0,0,4,73,2,0,1,2,1,2,12,B43
326607,1,2,5,7,0,0,4,69,1,0,1,2,0,2,12,B43
686907,0,2,6,7,0,0,4,81,1,227,1,3,1,2,13,B74
686907,1,2,6,7,0,0,4,82,2,237,1,3,0,2,13,B74
237730,0,2,4,7,0,0,4,70,1,248,99,1,1,2,13,B32
237730,1,2,4,7,0,0,4,71,2,280,99,1,0,2,13,B32
626915,1,1,4,7,2,0,3,75,2,317,1,2,1,1,12,OL4
299945,0,1,6,7,0,0,3,76,1,257,1,2,1,1,13,OL2
342661,0,1,3,6,3,0,4,63,2,218,1,3,1,1,13,B30
580010,0,1,3,7,0,0,4,70,1,182,1,3,1,1,13,B71
195832,0,2,3,7,3,0,4,82,1,376,0,3,1,2,10,B42
195832,2,2,3,7,3,0,4,61,1,256,0,3,0,2,10,B42
393133,0,2,1,7,3,0,3,77,2,340,1,2,1,2,13,M38
393133,1,2,1,7,3,0,3,78,1,287,1,1,0,2,13,M38
495132,0,2,1,7,4,0,4,81,2,226,1,3,1,2,12,B46
37740,0,2,1,7,4,0,3,83,2,224,1,3,1,2,13,SK4
37740,1,2,1,7,4,0,3,84,1,209,1,3,0,2,13,SK4
539023,1,1,3,7,3,0,4,65,1,265,1,2,1,1,13,DY4
107301,0,1,5,6,2,0,3,61,2,277,1,2,1,1,12,OL11
463517,0,1,3,7,2,0,4,92,1,309,1,1,1,1,8,B48
676677,0,2,5,6,0,0,4,52,2,263,1,2,1,2,9,B14
676677,2,2,5,6,0,0,4,22,1,0,1,4,0,2,9,B14
890258,0,1,3,7,3,0,4,81,1,289,1,1,1,1,13,B43
421198,1,3,5,5,0,0,4,86,2,266,1,2,1,3,13,B28
421198,2,3,5,5,0,0,4,63,1,254,1,2,0,3,13,B28
421198,3,3,5,5,0,0,4,65,2,234,1,2,0,3,13,B28
311893,0,2,5,7,2,0,4,72,1,213,1,2,1,2,11,CV7
311893,1,2,5,7,2,0,4,82,2,247,1,2,0,2,11,CV7
888726,0,3,1,5,0,0,4,72,1,318,1,3,1,3,13,B74
888726,1,3,1,5,0,0,4,72,2,244,1,3,0,3,13,B74
888726,2,3,1,5,0,0,4,40,2,238,1,3,0,3,13,B74
740754,0,1,3,6,0,0,4,54,1,0,1,3,1,1,13,B61
153670,0,1,6,7,1,0,3,71,1,216,1,3,1,1,11,OL4
529274,0,2,3,6,7,0,4,64,2,342,3,3,1,2,13,B63
529274,1,2,3,6,7,0,4,65,2,293,3,3,0,2,13,B63
722351,0,3,4,5,1,0,4,53,1,302,1,3,1,3,7,B28
722351,2,3,4,5,1,0,4,20,1,333,1,2,0,3,7,B28
722351,3,3,4,5,1,0,4,17,2,220,1,2,0,3,7,B28
696807,0,3,1,4,8,1,4,54,2,244,1,1,1,2,1,DY1
696807,1,3,1,4,8,1,4,55,1,0,1,2,0,2,1,DY1
179737,0,2,1,7,7,0,4,76,1,272,1,2,1,2,12,B93
179737,1,2,1,7,7,0,4,76,2,260,1,2,0,2,12,B93
451099,0,3,4,5,7,0,4,60,1,296,1,3,1,3,11,WS1
451099,1,3,4,5,7,0,4,64,2,310,1,2,0,3,11,WS1
119396,0,2,4,6,0,0,3,48,1,249,1,2,1,2,13,BL3
119396,1,2,4,6,0,0,3,50,2,369,1,1,0,2,13,BL3
566178,0,2,4,6,5,0,3,47,1,0,1,2,1,2,13,M24
566178,1,2,4,6,5,0,3,49,2,0,1,2,0,2,13,M24
493378,0,2,3,6,6,0,3,49,1,0,1,3,1,2,12,BL1
493378,1,2,3,6,6,0,3,66,2,0,1,2,0,2,12,BL1
509074,0,5,3,5,5,0,3,47,1,270,1,3,1,5,7,BL3
509074,1,5,3,5,5,0,3,48,2,0,1,3,0,5,7,BL3
509074,2,5,3,5,5,0,3,26,2,0,1,3,0,5,7,BL3
834424,0,5,4,4,4,1,3,47,1,201,1,2,1,4,12,OL4
834424,3,5,4,4,4,1,3,25,1,225,1,2,0,4,12,OL4
223095,0,3,1,5,0,0,4,50,1,0,1,1,1,3,9,B67
223095,1,3,1,5,0,0,4,57,2,0,1,2,0,3,9,B67
261202,4,6,3,5,0,0,3,75,1,252,1,2,0,6,13,BL5
608198,0,1,3,6,2,0,3,50,1,250,1,3,1,1,12,M27
585378,0,2,3,4,2,1,4,55,1,317,1,3,1,1,13,B42
111460,0,2,3,6,5,0,4,53,1,260,1,2,1,2,12,B30
111460,1,2,3,6,5,0,4,56,2,234,1,1,0,2,12,B30
973230,0,5,1,5,4,0,4,49,2,0,5,3,0,5,9,B28
973230,1,5,1,5,4,0,4,49,1,0,5,3,1,5,9,B28
973230,4,5,1,5,4,0,4,22,1,0,5,4,0,5,9,B28
854025,0,1,1,6,8,0,4,56,2,245,15,3,1,1,11,B90
349624,0,2,4,7,2,0,3,69,1,379,1,1,1,2,13,BL4
32738,0,2,1,6,0,0,4,53,1,0,1,1,1,2,10,B93
32738,1,2,1,6,0,0,4,59,2,0,1,2,0,2,10,B93
546383,0,2,1,6,8,0,3,57,2,329,1,3,1,2,13,M30
546383,1,2,1,6,8,0,3,55,2,298,1,2,0,2,13,M30
556691,0,2,1,6,6,0,3,51,2,0,1,2,0,2,13,BL1
556691,1,2,1,6,6,0,3,53,1,0,1,2,1,2,13,BL1
758052,0,2,5,6,2,0,3,56,2,0,1,2,1,2,13,M23
52930,0,3,3,5,8,0,4,56,1,270,1,3,1,3,6,B78
931413,0,1,5,7,2,0,3,73,2,221,1,1,1,1,13,M40
282277,0,3,3,5,0,0,4,57,1,258,1,2,1,3,13,DY3
282277,1,3,3,5,0,0,4,61,2,0,1,2,0,3,13,DY3
130397,0,2,3,6,6,0,3,57,1,270,1,3,1,2,12,SK4
147089,0,2,3,7,0,0,4,76,1,307,1,2,1,2,12,B28
147089,1,2,3,7,0,0,4,77,2,373,1,3,0,2,12,B28
438378,0,4,3,5,8,0,3,54,1,241,1,2,1,4,13,BL9
365318,0,3,4,5,7,0,3,57,1,323,1,2,1,3,13,M40
365318,1,3,4,5,7,0,3,59,2,275,1,2,0,3,13,M40
365318,2,3,4,5,7,0,3,35,1,0,1,2,0,3,13,M40
365318,3,3,4,5,7,0,3,30,2,211,1,3,0,3,13,M40
510979,0,5,6,5,4,0,3,51,1,258,15,2,1,5,12,M33
510979,1,5,6,5,4,0,3,57,2,251,15,3,0,5,12,M33
510979,3,5,6,5,4,0,3,27,2,185,15,3,0,5,12,M33
694460,0,3,5,5,3,0,3,47,1,285,1,2,1,3,9,M33
694460,1,3,5,5,3,0,3,46,2,265,1,2,0,3,9,M33
694460,3,3,5,5,3,0,3,19,1,311,1,2,0,3,9,M33
935824,0,4,4,2,4,1,3,55,1,282,1,2,1,3,13,BL4
935824,4,4,4,2,4,1,3,21,1,0,1,3,0,3,13,BL4
692262,0,4,4,5,4,0,3,48,1,257,1,2,1,4,12,M15
692262,1,4,4,5,4,0,3,54,2,366,1,2,0,4,12,M15
692262,2,4,4,5,4,0,3,22,1,274,1,2,0,4,12,M15
590039,0,4,5,5,0,0,4,46,1,251,4,3,1,4,2,WS5
590039,1,4,5,5,0,0,4,49,2,230,4,3,0,4,2,WS5
590039,2,4,5,5,0,0,4,23,2,0,4,4,0,4,2,WS5
689442,0,1,3,7,1,0,4,93,1,288,1,1,1,1,11,B35
591761,0,4,1,5,8,0,3,47,1,273,1,2,1,4,11,M30
591761,1,4,1,5,8,0,3,50,2,316,1,2,0,4,11,M30
591761,2,4,1,5,8,0,3,20,2,254,1,3,0,4,11,M30
672951,0,2,3,7,3,0,3,74,1,294,1,1,1,2,12,OL12
672951,1,2,3,7,3,0,3,66,2,393,1,3,0,2,12,OL12
6599,0,2,1,7,4,0,3,74,1,252,1,2,1,2,13,M33
6599,1,2,1,7,4,0,3,76,2,303,1,1,0,2,13,M33
459797,0,2,1,6,8,0,3,53,2,286,1,3,1,2,12,M15
638820,0,3,4,4,0,1,4,54,1,0,1,3,1,2,7,WS2
246347,0,3,3,5,5,0,4,51,1,0,1,2,1,3,13,B45
246347,1,3,3,5,5,0,4,54,2,0,1,2,0,3,13,B45
246347,2,3,3,5,5,0,4,20,2,0,1,4,0,3,13,B45
969897,0,2,4,6,5,0,4,58,1,323,1,1,1,2,13,DY5
969897,1,2,4,6,5,0,4,51,2,275,1,1,0,2,13,DY5
229792,0,3,3,5,0,0,4,58,1,225,4,3,1,3,12,B78
229792,2,3,3,5,0,0,4,26,2,230,4,3,0,3,12,B78
229792,3,3,3,5,0,0,4,20,2,208,4,3,0,3,12,B78
822133,0,2,3,7,2,0,3,78,1,290,1,1,1,2,13,OL8
822133,1,2,3,7,2,0,3,69,2,283,1,2,0,2,13,OL8
350266,0,4,5,5,8,0,4,51,1,351,1,1,1,4,9,B38
350266,1,4,5,5,8,0,4,62,2,288,1,3,0,4,9,B38
350266,2,4,5,5,8,0,4,24,1,461,1,2,0,4,9,B38
159203,0,2,5,6,0,0,4,53,1,0,1,4,1,2,13,DY1
159203,2,2,5,6,0,0,4,33,2,0,1,2,0,2,13,DY1
248010,0,2,6,7,0,0,4,68,1,0,1,1,1,2,13,B98
248010,1,2,6,7,0,0,4,62,2,0,1,2,0,2,13,B98
149472,0,4,4,4,5,1,4,48,1,346,1,3,1,3,4,B14
149472,2,4,4,4,5,1,4,51,2,0,1,3,0,3,4,B14
149916,0,4,5,4,4,1,4,54,1,0,7,2,1,3,8,B68
149916,1,4,5,4,4,1,4,21,1,0,7,3,0,3,8,B68
149916,2,4,5,4,4,1,4,15,2,0,7,4,0,3,8,B68
53789,0,2,3,6,3,0,4,51,1,258,1,3,1,2,7,DY3
551387,0,3,1,5,6,0,4,59,1,265,11,3,1,3,13,B62
551387,1,3,1,5,6,0,4,53,2,274,11,3,0,3,13,B62
551387,3,3,1,5,6,0,4,20,1,219,11,2,0,3,13,B62
736828,0,5,5,4,2,1,4,44,1,321,5,2,1,4,6,B14
736828,3,5,5,4,2,1,4,19,2,0,5,4,0,4,6,B14
180745,0,2,3,6,3,0,3,54,1,212,1,2,1,2,12,M30
180745,1,2,3,6,3,0,3,68,2,278,1,2,0,2,12,M30
269708,0,4,3,4,2,1,4,52,1,273,1,2,1,3,9,DY9
269708,1,4,3,4,2,1,4,55,2,284,1,2,0,3,9,DY9
741148,0,6,4,5,7,0,3,51,1,274,1,2,1,6,3,BL5
741148,1,6,4,5,7,0,3,52,2,0,1,2,0,6,3,BL5
741148,2,6,4,5,7,0,3,24,1,0,1,3,0,6,3,BL5
981792,0,1,3,7,3,0,3,67,2,0,1,3,1,1,13,M15
291244,0,4,3,4,0,1,4,60,2,221,12,2,1,3,12,WS4
619477,0,2,3,7,0,0,4,76,2,300,1,1,1,2,12,B71
619477,1,2,3,7,0,0,4,74,1,321,1,1,0,2,12,B71
851418,0,1,3,6,4,0,3,64,2,342,1,1,1,1,13,M9
509137,0,4,1,3,8,2,3,43,1,213,1,3,1,2,12,BL8
509137,2,4,1,3,8,2,3,46,2,283,1,3,0,2,12,BL8
437918,0,2,3,6,5,0,4,61,1,249,1,2,1,2,13,WS1
437918,1,2,3,6,5,0,4,64,2,233,1,2,0,2,13,WS1
92247,0,2,5,6,1,0,4,58,1,240,1,2,1,2,7,B91
92247,1,2,5,6,1,0,4,24,2,0,1,2,0,2,7,B91
340568,0,5,3,5,6,0,3,47,1,246,3,3,1,5,10,OL16
340568,1,5,3,5,6,0,3,70,2,335,3,3,0,5,10,OL16
288909,0,2,3,7,2,0,4,69,1,251,1,2,1,2,13,B76
288909,1,2,3,7,2,0,4,76,2,283,1,2,0,2,13,B76
382372,0,5,5,1,3,0,4,44,1,0,5,1,1,5,3,WS10
382372,1,5,5,1,3,0,4,44,2,0,5,1,0,5,3,WS10
711839,0,1,5,7,2,0,4,72,1,334,1,3,1,1,11,B38
862011,0,2,4,7,4,0,4,68,1,285,1,1,1,2,13,DY2
862011,1,2,4,7,4,0,4,78,2,242,1,2,0,2,13,DY2
744959,0,1,3,6,4,0,3,60,2,283,1,3,1,1,11,OL4
536499,0,5,4,5,2,0,4,51,1,0,1,2,1,5,11,WV13
256928,0,2,1,7,3,0,4,68,2,184,1,3,1,2,13,DY3
57823,0,1,6,1,2,0,4,44,1,339,1,2,1,1,6,B65
930277,0,2,4,6,2,0,3,48,1,232,1,3,1,2,8,M43
877268,0,1,5,7,2,0,3,80,1,225,1,1,1,1,13,OL16
591649,0,5,3,4,6,2,4,46,1,250,1,2,1,3,13,B92
591649,2,5,3,4,6,2,4,45,2,247,1,2,0,3,13,B92
682264,0,4,1,5,8,0,3,55,1,0,1,2,1,4,13,M14
83371,0,4,3,5,3,0,4,52,1,239,1,3,1,4,13,B90
83371,1,4,3,5,3,0,4,52,2,371,1,3,0,4,13,B90
83371,2,4,3,5,3,0,4,20,2,273,1,4,0,4,13,B90
83371,3,4,3,5,3,0,4,19,2,235,1,4,0,4,13,B90
719474,0,3,4,5,4,0,4,54,1,213,1,2,1,3,12,B31
282488,0,2,1,7,3,0,3,66,2,352,1,3,1,2,11,OL1
282488,1,2,1,7,3,0,3,59,1,0,1,1,0,2,11,OL1
109285,0,1,1,6,6,0,4,46,1,278,1,3,1,1,12,B31
68484,0,1,4,7,2,0,3,72,1,221,1,2,1,1,13,OL15
68484,1,1,4,7,2,0,3,73,2,0,1,1,0,1,13,OL15
900694,0,3,5,5,1,0,3,60,1,0,1,1,1,3,9,M11
832889,0,2,4,7,3,0,4,85,2,235,1,1,0,2,13,B92
832889,1,2,4,7,3,0,4,80,1,335,1,1,1,2,13,B92
258468,1,3,5,5,2,0,4,69,2,266,1,2,0,3,13,B68
258468,2,3,5,5,2,0,4,28,1,298,1,3,0,3,13,B68
572214,0,4,1,5,8,0,4,54,1,232,1,2,1,4,13,B74
572214,1,4,1,5,8,0,4,55,2,231,1,3,0,4,13,B74
572214,3,4,1,5,8,0,4,20,2,210,1,2,0,4,13,B74
705701,0,3,5,4,6,1,4,49,1,283,1,3,1,2,13,B60
705701,1,3,5,4,6,1,4,50,2,287,1,2,0,2,13,B60
705701,2,3,5,4,6,1,4,14,1,0,1,4,0,2,13,B60
954069,0,3,5,4,0,1,4,44,1,0,1,2,1,2,6,B25
218216,0,3,3,5,5,0,3,70,1,265,1,1,1,3,13,OL12
218216,1,3,3,5,5,0,3,75,2,362,1,2,0,3,13,OL12
218216,2,3,3,5,5,0,3,35,2,248,1,2,0,3,13,OL12
129610,0,2,5,1,3,0,4,44,1,351,5,3,1,2,12,DY5
129610,1,2,5,1,3,0,4,52,2,0,5,2,0,2,12,DY5
474059,0,4,3,5,3,0,4,61,1,226,1,2,1,4,12,WV14
474059,1,4,3,5,3,0,4,69,2,222,1,2,0,4,12,WV14
474059,5,4,3,5,3,0,4,19,2,167,1,2,0,4,12,WV14
506244,0,5,3,4,3,2,4,44,1,276,1,1,1,3,11,B61
148446,0,2,3,7,3,0,3,74,1,291,1,2,1,2,13,M8
148446,1,2,3,7,3,0,3,72,2,191,1,2,0,2,13,M8
687334,0,5,1,5,7,0,4,53,1,315,1,3,1,5,1,DY1
222501,0,2,3,6,2,0,4,54,2,291,1,2,1,2,13,B36
222501,1,2,3,6,2,0,4,55,1,279,1,2,0,2,13,B36
268750,0,5,1,4,0,1,4,49,1,239,5,3,1,4,13,B72
268750,2,5,1,4,0,1,4,24,1,174,5,3,0,4,13,B72
960611,0,2,3,6,4,0,3,50,1,323,1,2,1,2,13,BL4
960611,1,2,3,6,4,0,3,56,2,325,1,2,0,2,13,BL4
406715,0,2,3,6,3,0,3,45,1,215,1,3,1,2,13,BL4
406715,1,2,3,6,3,0,3,46,1,240,1,2,0,2,13,BL4
793499,0,6,3,4,7,1,3,43,1,255,1,3,1,5,12,WA15
793499,5,6,3,4,7,1,3,43,2,0,1,1,0,5,12,WA15
73082,0,5,4,5,3,0,3,61,1,0,1,2,1,5,12,OL10
73082,1,5,4,5,3,0,3,64,2,250,1,2,0,5,12,OL10
73082,2,5,4,5,3,0,3,23,2,0,1,3,0,5,12,OL10
73082,4,5,4,5,3,0,3,19,1,0,1,4,0,5,12,OL10
602490,1,1,5,6,2,0,3,59,1,0,1,1,1,1,13,WA3
258673,0,5,3,4,3,2,3,45,2,344,5,3,1,3,13,M8
258673,1,5,3,4,3,2,3,48,1,381,5,1,0,3,13,M8
245097,0,1,3,7,2,0,3,80,1,315,1,2,1,1,12,OL9
108304,0,1,6,7,0,0,4,83,1,245,1,1,1,1,12,B28
257109,0,2,3,7,4,0,3,84,1,239,1,2,1,2,12,WA15
257109,1,2,3,7,4,0,3,84,2,215,1,3,0,2,12,WA15
624983,0,2,1,7,7,0,4,70,2,334,1,3,1,2,13,B16
624983,1,2,1,7,7,0,4,60,1,198,1,3,0,2,13,B16
155084,0,2,3,7,3,0,3,67,1,247,1,2,1,2,13,M33
879272,0,2,5,7,4,0,3,87,1,274,1,2,1,2,13,OL8
879272,2,2,5,7,4,0,3,66,2,242,1,1,0,2,13,OL8
837274,0,4,1,5,6,0,4,47,1,232,1,3,1,4,13,DY9
837274,4,4,1,5,6,0,4,61,2,271,1,2,0,4,13,DY9
405582,0,4,5,4,0,1,4,49,1,221,4,3,1,3,11,B90
405582,1,4,5,4,0,1,4,51,2,0,4,3,0,3,11,B90
405582,2,4,5,4,0,1,4,21,1,170,4,4,0,3,11,B90
405582,3,4,5,4,0,1,4,18,1,170,4,4,0,3,11,B90
858042,0,3,3,3,3,2,4,48,1,216,1,3,1,1,12,B92
158329,1,1,6,6,2,0,3,52,1,324,1,2,1,1,6,WN1
642764,0,4,4,2,3,1,4,61,1,294,0,3,1,3,2,B7
642764,2,4,4,2,3,1,4,39,1,410,0,3,0,3,2,B7
642764,3,4,4,2,3,1,4,31,1,271,0,3,0,3,2,B7
14149,0,1,3,6,6,0,4,57,2,354,1,3,1,1,13,B68
289467,0,2,1,6,0,0,4,55,1,217,1,2,1,2,13,B46
289467,1,2,1,6,0,0,4,17,2,201,1,2,0,2,13,B46
378466,0,6,4,4,2,1,3,47,1,364,5,3,1,5,6,M14
944498,0,3,3,5,0,0,3,55,1,263,1,2,1,3,7,BL2
944498,3,3,3,5,0,0,3,17,1,184,1,4,0,3,7,BL2
944498,4,3,3,5,0,0,3,52,2,335,1,2,0,3,7,BL2
780384,0,2,4,7,3,0,4,71,1,256,1,3,1,2,13,B17
780384,1,2,4,7,3,0,4,74,2,213,1,1,0,2,13,B17
6897,0,2,6,7,0,0,3,82,2,178,1,1,1,2,13,BL3
6897,1,2,6,7,0,0,3,71,1,263,1,2,0,2,13,BL3
