house,individ,size,sclass,lifestge,hhincome,child,region,age,sex,bmi,ethnicity,terageed,main_flag,num_adult,active_periods_th,area_code
671730,3,10,5,2,4,3,4,32,1,241,5,3,0,7,13,B14
671730,4,10,5,2,4,3,4,29,2,0,5,3,0,7,13,B14
671730,5,10,5,2,4,3,4,19,1,0,5,1,0,7,13,B14
900979,0,4,3,5,4,0,4,47,1,225,1,2,1,4,7,DY2
633368,0,2,5,6,5,0,3,50,1,203,1,2,1,2,9,OL12
570772,0,4,5,3,0,1,4,64,1,0,1,1,1,3,12,B27
157508,0,2,1,6,6,0,4,61,2,222,1,3,1,2,13,B98
157508,1,2,1,6,6,0,4,61,1,240,1,3,0,2,13,B98
363839,0,7,5,5,4,0,3,62,1,0,1,2,1,7,13,BL1
363839,1,7,5,5,4,0,3,85,2,0,1,2,0,7,13,BL1
363839,2,7,5,5,4,0,3,38,2,0,1,3,0,7,13,BL1
363839,3,7,5,5,4,0,3,36,2,0,1,3,0,7,13,BL1
363839,5,7,5,5,4,0,3,31,1,0,1,3,0,7,13,BL1
363839,6,7,5,5,4,0,3,37,1,0,1,3,0,7,13,BL1
249508,0,2,5,7,2,0,3,75,1,214,1,2,1,2,13,M30
249508,1,2,5,7,2,0,3,77,2,277,1,1,0,2,13,M30
994555,0,9,1,3,8,3,4,49,2,281,5,3,1,6,13,B9
994555,1,9,1,3,8,3,4,68,2,233,5,2,0,6,13,B9
994555,4,9,1,3,8,3,4,37,2,298,5,3,0,6,13,B9
994555,5,9,1,3,8,3,4,48,1,243,5,3,0,6,13,B9
996043,0,2,3,7,0,0,4,74,1,0,0,3,1,2,13,B60
996043,1,2,3,7,0,0,4,77,2,0,0,3,0,2,13,B60
915172,0,2,3,6,3,0,3,56,1,305,1,3,1,2,13,M18
915172,1,2,3,6,3,0,3,70,2,273,1,2,0,2,13,M18
133202,0,2,3,7,2,0,3,78,1,240,1,3,1,2,7,M46
127091,0,3,3,5,2,0,4,60,1,0,12,2,1,3,4,B21
150586,0,2,1,7,0,0,3,84,1,0,1,3,1,2,2,BL8
743396,0,4,1,4,6,1,4,51,2,265,9,2,1,3,13,B70
743396,1,4,1,4,6,1,4,18,1,214,9,4,0,3,13,B70
743396,2,4,1,4,6,1,4,56,1,300,9,2,0,3,13,B70
476053,0,2,4,7,4,0,3,70,1,269,1,1,1,2,13,BL4
176316,0,4,3,5,6,0,4,48,1,352,1,2,1,4,13,WV14
176316,1,4,3,5,6,0,4,54,2,0,1,2,0,4,13,WV14
174600,0,5,3,2,3,3,4,34,1,0,4,3,1,2,13,WS10
174600,1,5,3,2,3,3,4,40,2,0,4,3,0,2,13,WS10
29635,0,2,6,7,3,0,4,70,1,302,1,1,1,2,9,B42
29635,1,2,6,7,3,0,4,79,2,198,1,1,0,2,9,B42
335184,0,9,4,4,2,3,4,58,1,240,5,3,1,6,13,B12
335184,1,9,4,4,2,3,4,60,2,220,5,2,0,6,13,B12
672171,0,3,1,4,5,2,4,46,1,262,1,3,1,1,13,B26
579316,0,6,6,3,3,2,4,42,1,412,8,3,1,4,3,B21
844338,0,1,6,6,2,0,4,55,2,275,1,2,1,1,13,B23
742479,0,3,4,5,4,0,4,73,1,313,1,1,1,3,13,B31
742479,1,3,4,5,4,0,4,73,2,360,1,2,0,3,13,B31
742479,2,3,4,5,4,0,4,44,2,235,1,2,0,3,13,B31
231925,0,2,3,6,4,0,4,55,1,228,5,2,1,2,13,B66
231925,1,2,3,6,4,0,4,29,2,260,5,2,0,2,13,B66
277915,0,2,1,6,4,0,4,64,2,308,1,3,1,2,13,WV14
277915,1,2,1,6,4,0,4,71,1,148,1,3,0,2,13,WV14
104778,0,2,5,1,5,0,4,36,2,0,4,3,1,2,8,B43
104778,4,2,5,1,5,0,4,32,1,0,4,3,0,2,8,B43
122338,0,7,3,2,5,1,4,60,2,258,5,3,1,6,13,B28
122338,1,7,3,2,5,1,4,53,1,261,5,3,0,6,13,B28
122338,3,7,3,2,5,1,4,29,2,215,5,3,0,6,13,B28
122338,4,7,3,2,5,1,4,23,1,271,5,3,0,6,13,B28
122338,5,7,3,2,5,1,4,21,1,242,5,3,0,6,13,B28
174493,0,4,3,5,3,0,4,57,2,292,3,2,1,4,13,B44
174493,1,4,3,5,3,0,4,51,1,329,3,3,0,4,13,B44
174493,2,4,3,5,3,0,4,21,1,197,3,4,0,4,13,B44
904678,0,9,4,3,2,2,4,54,2,0,0,2,1,7,13,B67
904678,1,9,4,3,2,2,4,53,1,0,0,1,0,7,13,B67
826696,0,4,5,4,4,1,4,40,1,271,3,3,1,3,5,WV13
174726,0,1,3,6,1,0,3,62,2,268,1,3,1,1,13,OL10
174726,1,1,3,6,1,0,3,95,1,203,1,1,0,1,13,OL10
339874,0,2,5,7,3,0,4,74,2,373,1,3,1,2,13,B44
339874,1,2,5,7,3,0,4,65,1,0,1,2,0,2,13,B44
339874,3,2,5,7,3,0,4,29,1,0,1,3,0,2,13,B44
839643,0,1,3,6,2,0,3,61,1,326,1,2,1,1,12,OL4
73668,0,4,5,5,0,0,4,73,1,285,1,1,1,4,13,WV14
168242,0,1,4,6,2,0,4,62,1,156,1,2,1,1,3,B75
383052,0,3,3,4,4,1,4,46,1,253,1,3,1,2,12,B31
565953,0,1,3,7,3,0,3,70,1,285,1,3,1,1,11,WA15
185033,0,2,6,7,2,0,4,67,2,435,1,2,1,2,1,B69
443174,0,2,5,6,2,0,4,56,1,345,12,3,1,2,3,B65
443174,1,2,5,6,2,0,4,66,2,303,12,2,0,2,3,B65
565796,0,1,3,7,2,0,3,70,1,407,1,2,1,1,13,M20
310131,0,1,4,6,3,0,3,56,2,248,1,2,1,1,13,M23
477474,0,3,4,5,3,0,3,78,1,370,1,2,1,3,12,M24
477474,1,3,4,5,3,0,3,83,2,230,1,2,0,3,12,M24
860871,0,4,4,5,7,0,4,55,1,0,1,2,1,4,13,B37
860871,1,4,4,5,7,0,4,61,2,0,1,2,0,4,13,B37
860871,2,4,4,5,7,0,4,26,2,0,1,2,0,4,13,B37
860871,3,4,4,5,7,0,4,24,1,0,1,2,0,4,13,B37
729413,0,5,3,4,0,2,3,44,1,0,1,2,1,3,13,BL4
729413,1,5,3,4,0,2,3,42,2,0,1,2,0,3,13,BL4
729413,2,5,3,4,0,2,3,72,1,0,1,1,0,3,13,BL4
255849,0,2,3,6,3,0,4,48,1,216,1,3,1,2,13,DY5
255849,1,2,3,6,3,0,4,24,2,210,1,4,0,2,13,DY5
813206,0,3,3,3,7,1,3,46,1,216,3,3,1,2,12,WA15
813206,1,3,3,3,7,1,3,46,2,254,3,3,0,2,12,WA15
723418,0,3,3,5,4,0,3,63,1,352,1,2,1,3,13,OL9
723418,1,3,3,5,4,0,3,68,2,255,1,2,0,3,13,OL9
342106,0,5,3,3,8,3,3,40,1,288,4,3,1,2,2,M33
342106,6,5,3,3,8,3,3,45,2,0,4,3,0,2,2,M33
343164,0,1,3,7,2,0,3,73,2,292,1,3,1,1,12,M28
351223,0,1,5,7,2,0,4,72,2,301,1,3,1,1,13,B90
24264,0,2,3,7,2,0,4,71,1,285,1,3,1,2,13,B17
24264,1,2,3,7,2,0,4,74,2,284,1,3,0,2,13,B17
932652,0,5,3,3,2,3,3,42,1,239,1,3,1,2,10,WA3
932652,1,5,3,3,2,3,3,45,2,257,1,2,0,2,10,WA3
197452,0,3,4,4,7,1,3,44,1,324,3,3,1,2,13,M6
197452,1,3,4,4,7,1,3,45,2,321,3,3,0,2,13,M6
548641,0,1,4,7,2,0,4,78,1,249,1,1,1,1,13,B62
700120,0,3,3,4,0,1,4,55,1,0,1,2,1,2,13,WS10
508207,0,3,5,5,6,0,4,63,1,338,99,3,1,3,11,WS10
508207,1,3,5,5,6,0,4,71,2,287,99,3,0,3,11,WS10
508207,3,3,5,5,6,0,4,35,2,388,99,3,0,3,11,WS10
496394,0,2,3,6,4,0,4,58,2,343,1,2,1,2,13,B13
496394,1,2,3,6,4,0,4,58,1,0,1,2,0,2,13,B13
788630,0,1,3,6,5,0,3,59,1,245,99,3,1,1,3,M24
540294,0,1,1,7,0,0,3,75,1,305,1,3,1,1,12,BL7
3313,0,3,5,4,3,1,4,45,1,251,1,3,1,2,7,B37
131456,0,4,1,5,7,0,4,46,1,216,1,3,1,4,13,B76
131456,1,4,1,5,7,0,4,46,2,197,1,3,0,4,13,B76
131456,2,4,1,5,7,0,4,21,2,198,1,4,0,4,13,B76
528764,0,3,1,4,6,1,3,43,1,239,1,2,1,2,11,OL11
528764,1,3,1,4,6,1,3,49,2,284,1,2,0,2,11,OL11
71069,0,9,4,4,0,2,4,42,1,0,5,4,1,7,11,B33
71069,1,9,4,4,0,2,4,46,2,0,5,4,0,7,11,B33
478727,0,5,4,4,6,2,4,52,1,455,1,2,1,3,13,B98
478727,1,5,4,4,6,2,4,58,2,316,1,2,0,3,13,B98
426070,1,4,3,4,6,2,4,47,2,465,5,3,0,2,11,B9
658852,0,4,4,3,4,2,4,41,1,293,1,3,1,2,5,B36
658852,1,4,4,3,4,2,4,39,2,0,1,2,0,2,5,B36
489641,0,2,4,7,3,0,3,76,1,183,1,2,1,2,13,M28
231954,0,3,3,5,5,0,3,58,1,244,1,2,1,3,12,M7
231954,1,3,3,5,5,0,3,51,2,261,1,2,0,3,12,M7
907584,0,1,6,7,1,0,4,74,1,302,1,3,1,1,12,B23
308477,0,1,6,6,1,0,4,48,1,357,16,3,1,1,13,B17
842523,0,2,5,6,2,0,4,56,2,243,1,2,1,2,13,B42
34327,0,2,3,7,2,0,4,85,2,303,1,3,1,2,13,B67
211176,0,2,4,6,0,0,4,64,1,211,1,2,1,2,13,B90
211176,1,2,4,6,0,0,4,68,2,302,1,3,0,2,13,B90
203461,0,2,4,6,2,0,3,60,1,238,5,1,1,2,12,BL9
203461,3,2,4,6,2,0,3,31,2,351,5,3,0,2,12,BL9
203461,6,2,4,6,2,0,3,36,1,219,5,3,0,2,12,BL9
574113,0,2,6,7,1,0,4,74,1,317,1,2,1,2,13,WS2
574113,1,2,6,7,1,0,4,73,2,395,1,2,0,2,13,WS2
373190,0,3,1,3,7,1,4,40,1,274,1,3,1,2,3,DY5
782983,1,2,1,6,8,0,3,49,1,204,1,3,0,2,6,M20
419453,0,3,5,5,4,0,4,52,1,428,1,3,1,3,13,DY2
436317,0,1,5,6,4,0,3,55,2,329,1,2,1,1,9,M9
436317,3,1,5,6,4,0,3,52,1,252,1,2,0,1,9,M9
590906,0,2,4,6,6,0,3,59,1,321,1,2,1,2,9,OL2
590906,1,2,4,6,6,0,3,60,2,350,1,2,0,2,9,OL2
339015,0,4,6,5,1,0,4,61,2,267,1,2,1,4,7,B71
692122,0,3,3,5,6,0,3,52,1,283,1,2,1,3,13,M11
996637,0,3,5,5,4,0,4,52,1,268,1,2,1,3,8,B74
346165,0,2,3,7,3,0,4,65,1,321,1,2,1,2,13,WS10
346165,1,2,3,7,3,0,4,35,2,270,1,3,0,2,13,WS10
800145,0,3,3,5,6,0,3,54,1,291,1,3,1,3,13,OL3
800145,3,3,3,5,6,0,3,25,2,255,1,1,0,3,13,OL3
800145,4,3,3,5,6,0,3,17,1,0,1,4,0,3,13,OL3
955023,0,4,5,5,8,0,4,53,1,278,1,1,1,4,12,B30
955023,1,4,5,5,8,0,4,54,2,291,1,3,0,4,12,B30
953338,0,2,3,7,0,0,3,78,1,282,1,2,1,2,10,OL2
702336,0,4,3,2,3,2,4,50,1,317,1,2,1,2,8,B78
702336,1,4,3,2,3,2,4,29,1,0,1,3,0,2,8,B78
320642,0,3,3,5,0,0,4,65,1,248,1,1,1,3,11,B38
402458,0,5,5,3,0,1,4,48,1,0,0,3,1,4,13,B10
402458,1,5,5,3,0,1,4,46,2,0,0,3,0,4,13,B10
402458,2,5,5,3,0,1,4,27,2,0,0,3,0,4,13,B10
369915,0,2,4,7,4,0,4,76,1,265,1,2,1,2,13,B78
369915,1,2,4,7,4,0,4,79,2,261,1,1,0,2,13,B78
315123,0,2,6,7,3,0,3,78,1,0,1,1,1,2,6,BL8
884699,0,1,5,6,1,0,4,57,2,280,4,2,1,1,13,B69
974163,0,1,4,7,2,0,4,71,1,256,1,2,1,1,13,DY2
163408,0,2,5,3,2,1,3,61,1,275,1,2,1,1,12,M23
908658,0,2,4,6,4,0,3,54,1,354,1,2,1,2,11,OL9
401049,0,3,5,5,3,0,3,52,1,314,1,2,1,3,13,M11
210273,0,4,6,5,2,0,4,76,2,0,1,1,1,4,12,WS5
842997,0,4,4,2,4,2,4,45,2,205,4,3,1,2,4,B28
913587,0,2,3,1,7,0,3,34,1,300,1,3,1,2,11,BL3
913587,1,2,3,1,7,0,3,37,2,227,1,3,0,2,11,BL3
207067,0,2,3,6,3,0,3,60,2,267,1,2,1,2,5,OL10
243475,0,2,4,7,3,0,4,75,1,210,1,2,1,2,13,WS3
686043,0,2,4,7,5,0,3,65,1,291,1,2,1,2,13,OL2
717066,0,3,5,1,4,0,4,44,2,309,1,3,1,3,13,B33
276598,0,2,3,6,4,0,3,64,1,0,1,2,1,2,12,WA15
276598,1,2,3,6,4,0,3,65,2,0,1,3,0,2,12,WA15
356496,0,1,3,7,0,0,4,78,1,266,1,1,1,1,13,B42
992232,0,4,3,4,3,2,4,39,1,260,4,3,1,2,13,CV7
551795,0,2,1,6,0,0,3,61,1,0,1,3,1,2,12,BL1
551795,1,2,1,6,0,0,3,68,2,0,1,3,0,2,12,BL1
934931,0,2,1,7,0,0,4,76,2,230,1,3,1,2,13,B60
934931,1,2,1,7,0,0,4,76,1,249,1,3,0,2,13,B60
276666,0,1,4,6,3,0,4,59,2,238,1,2,1,1,13,B37
998906,0,4,3,3,2,2,4,41,1,0,1,2,1,2,13,B14
33412,0,3,3,5,6,0,3,46,2,255,1,2,1,3,9,OL9
752117,0,3,6,5,0,0,4,50,2,317,1,2,1,3,13,B37
874868,0,2,3,6,4,0,3,61,1,305,1,1,1,2,13,BL7
874868,1,2,3,6,4,0,3,65,2,324,1,2,0,2,13,BL7
596616,0,2,6,7,2,0,4,68,1,287,1,1,1,2,13,B47
596616,1,2,6,7,2,0,4,75,2,265,1,1,0,2,13,B47
833607,0,4,3,3,2,2,4,46,2,240,1,3,1,2,8,B90
833607,1,4,3,3,2,2,4,45,1,202,1,3,0,2,8,B90
437376,0,3,3,5,4,0,3,80,2,268,1,1,1,3,13,BL1
437376,1,3,3,5,4,0,3,76,1,205,1,2,0,3,13,BL1
437376,2,3,3,5,4,0,3,54,2,240,1,3,0,3,13,BL1
870454,0,1,5,6,2,0,4,58,1,338,1,2,1,1,13,WS4
2856,0,5,5,4,1,1,3,50,1,303,5,2,1,4,13,OL8
2856,1,5,5,4,1,1,3,56,2,329,5,4,0,4,13,OL8
2856,2,5,5,4,1,1,3,24,1,196,5,3,0,4,13,OL8
2856,3,5,5,4,1,1,3,17,2,0,5,4,0,4,13,OL8
2856,4,5,5,4,1,1,3,14,2,0,5,4,0,4,13,OL8
435666,0,3,1,5,8,0,4,60,2,0,1,2,1,3,11,B78
435666,1,3,1,5,8,0,4,57,1,0,1,2,0,3,11,B78
697801,0,3,5,4,4,1,3,46,2,354,3,3,1,2,10,OL8
992972,0,2,3,1,6,0,4,43,2,0,1,2,1,2,13,B65
688165,0,2,3,6,0,0,4,58,2,300,1,2,1,2,12,DY4
688165,1,2,3,6,0,0,4,57,1,347,1,2,0,2,12,DY4
738418,0,4,1,4,8,2,4,45,2,254,1,3,1,2,7,B74
738418,1,4,1,4,8,2,4,43,1,232,1,3,0,2,7,B74
362069,0,4,1,4,0,2,3,55,1,0,12,3,1,2,13,OL12
362069,1,4,1,4,0,2,3,52,1,0,12,3,0,2,13,OL12
867259,0,3,5,4,0,1,4,54,1,231,1,2,1,2,12,B69
662060,0,1,3,6,3,0,3,60,1,219,1,2,1,1,13,BL2
19608,0,2,3,6,3,0,3,45,1,247,1,2,1,2,8,BL4
626816,0,6,5,2,2,4,4,36,1,0,5,3,1,2,13,B36
626816,1,6,5,2,2,4,4,41,2,0,5,2,0,2,13,B36
996832,0,2,3,1,3,0,3,37,1,239,1,3,1,2,13,M33
173430,0,2,5,6,2,0,4,62,2,208,1,2,1,2,3,B98
624286,0,1,3,6,3,0,4,49,2,264,1,3,1,1,13,B98
104863,0,1,3,6,2,0,4,53,1,230,1,2,1,1,13,B62
815063,1,4,1,3,8,2,4,45,1,280,4,3,0,2,0,B68
372718,1,1,5,6,3,0,4,58,2,332,1,2,1,1,13,B90
706013,0,1,5,7,1,0,3,81,1,307,1,1,1,1,13,OL12
808798,0,2,5,6,2,0,4,45,2,259,1,2,1,2,11,B31
808798,1,2,5,6,2,0,4,67,1,223,1,2,0,2,11,B31
715272,0,2,3,6,6,0,3,58,1,0,1,2,1,2,13,BL1
715272,1,2,3,6,6,0,3,62,2,0,1,2,0,2,13,BL1
90711,0,6,1,4,7,1,4,51,1,0,5,2,1,5,13,WS5
90711,1,6,1,4,7,1,4,52,2,0,5,3,0,5,13,WS5
46390,0,3,3,4,5,2,4,46,1,0,1,3,1,1,11,WS4
959207,0,4,3,3,5,2,4,43,1,383,13,3,1,2,9,B44
959207,1,4,3,3,5,2,4,49,2,275,13,3,0,2,9,B44
312923,0,5,1,2,8,2,4,38,1,256,1,3,1,3,12,B94
312923,1,5,1,2,8,2,4,45,2,0,1,3,0,3,12,B94
899235,0,4,1,4,8,1,4,47,1,226,1,3,1,3,13,B93
899235,1,4,1,4,8,1,4,52,2,229,1,3,0,3,13,B93
210850,0,7,3,3,6,2,4,59,2,269,1,3,1,5,9,WS4
210850,1,7,3,3,6,2,4,29,1,212,1,3,0,5,9,WS4
652798,0,1,4,7,1,0,3,67,2,235,1,2,1,1,11,BL9
855379,0,3,5,5,2,0,3,55,1,0,1,2,1,3,13,BL9
286805,0,6,4,4,8,1,4,69,1,246,1,2,1,5,12,WV13
286805,1,6,4,4,8,1,4,71,2,268,1,2,0,5,12,WV13
286805,2,6,4,4,8,1,4,39,2,240,1,2,0,5,12,WV13
286805,3,6,4,4,8,1,4,39,1,211,1,2,0,5,12,WV13
626887,0,2,3,6,1,0,4,49,1,259,1,2,1,2,13,WV13
505409,0,2,3,7,8,0,4,65,2,277,1,3,1,2,13,B31
505409,1,2,3,7,8,0,4,63,1,213,1,2,0,2,13,B31
305618,0,3,5,5,0,0,4,63,2,0,0,3,1,3,13,B6
305618,1,3,5,5,0,0,4,58,1,0,0,2,0,3,13,B6
305618,2,3,5,5,0,0,4,33,1,0,0,3,0,3,13,B6
305618,3,3,5,5,0,0,4,25,1,0,0,3,0,3,13,B6
670881,0,2,3,1,0,0,4,43,1,0,1,2,1,2,12,B23
754835,0,6,5,5,4,0,4,49,1,195,5,3,1,6,12,B68
754835,1,6,5,5,4,0,4,27,2,170,5,1,0,6,12,B68
754835,2,6,5,5,4,0,4,23,1,188,5,2,0,6,12,B68
754835,3,6,5,5,4,0,4,22,2,181,5,3,0,6,12,B68
754835,4,6,5,5,4,0,4,20,2,181,5,3,0,6,12,B68
754835,5,6,5,5,4,0,4,19,1,0,5,4,0,6,12,B68
491587,0,3,3,4,6,1,4,46,1,294,1,3,1,2,13,B43
491587,1,3,3,4,6,1,4,66,2,285,1,2,0,2,13,B43
318762,0,4,1,4,8,1,4,45,1,254,4,3,1,3,10,DY4
318762,1,4,1,4,8,1,4,43,2,0,4,3,0,3,10,DY4
52428,0,6,1,3,8,2,3,43,2,211,1,3,1,4,1,M3
29898,0,5,3,4,3,1,4,49,1,205,5,3,1,4,13,WS2
29898,1,5,3,4,3,1,4,54,2,192,5,3,0,4,13,WS2
226810,0,4,1,3,6,2,3,33,1,288,5,3,1,2,1,BL5
529487,0,3,4,4,2,1,3,40,1,235,1,3,1,2,9,M26
555932,0,4,4,4,5,1,4,43,1,0,1,2,1,3,2,B67
555932,1,4,4,4,5,1,4,55,2,0,1,2,0,3,2,B67
555932,2,4,4,4,5,1,4,16,1,0,1,4,0,3,2,B67
735458,0,2,5,4,3,1,3,39,2,255,1,2,1,1,13,M33
364444,0,2,3,6,0,0,3,60,1,0,1,1,1,2,9,WA3
475655,0,5,3,4,6,1,3,46,1,223,5,3,1,4,13,OL12
475655,1,5,3,4,6,1,3,70,1,0,5,2,0,4,13,OL12
475655,2,5,3,4,6,1,3,77,2,0,5,1,0,4,13,OL12
475655,4,5,3,4,6,1,3,36,2,0,5,3,0,4,13,OL12
591786,0,1,6,7,2,0,4,75,2,252,1,3,1,1,10,B91
304556,0,2,3,6,4,0,3,64,1,256,2,3,1,2,13,M5
613430,0,3,5,5,2,0,4,58,2,266,1,2,1,3,13,DY4
613430,1,3,5,5,2,0,4,50,1,329,1,2,0,3,13,DY4
613430,2,3,5,5,2,0,4,25,2,341,1,3,0,3,13,DY4
403480,0,5,3,4,5,3,4,49,2,265,4,3,1,2,12,B33
403480,1,5,3,4,5,3,4,46,1,235,4,3,0,2,12,B33
268701,0,2,4,6,0,0,3,60,1,0,1,2,1,2,11,M26
268701,1,2,4,6,0,0,3,63,2,0,1,3,0,2,11,M26
568131,0,1,5,6,3,0,3,49,2,336,1,3,1,1,13,M3
493985,0,5,3,5,0,0,4,54,1,0,4,3,1,5,13,WV14
493985,1,5,3,5,0,0,4,58,2,0,4,3,0,5,13,WV14
493985,2,5,3,5,0,0,4,31,1,0,4,3,0,5,13,WV14
493985,3,5,3,5,0,0,4,29,1,0,4,3,0,5,13,WV14
493985,4,5,3,5,0,0,4,25,2,0,4,3,0,5,13,WV14
7173,0,1,5,7,0,0,3,74,1,155,1,2,1,1,8,M44
7173,2,1,5,7,0,0,3,43,2,362,1,2,0,1,8,M44
121986,0,2,3,7,3,0,4,81,2,276,1,1,1,2,13,B60
121986,1,2,3,7,3,0,4,73,1,0,1,1,0,2,13,B60
323814,0,4,4,5,6,0,3,53,1,256,1,2,1,4,11,BL2
894367,0,2,1,7,4,0,3,72,2,277,1,2,1,2,3,M26
345426,0,2,4,7,5,0,3,78,1,335,1,2,1,2,13,BL4
345426,1,2,4,7,5,0,3,76,2,174,1,2,0,2,13,BL4
838984,0,3,3,5,5,0,3,78,2,252,99,1,1,3,13,M23
838984,1,3,3,5,5,0,3,70,1,232,99,1,0,3,13,M23
838984,2,3,3,5,5,0,3,34,2,235,99,3,0,3,13,M23
304895,0,2,4,6,6,0,4,62,1,0,1,2,1,2,11,DY2
304895,1,2,4,6,6,0,4,57,2,276,1,2,0,2,11,DY2
737862,0,2,4,6,0,0,3,58,1,0,1,1,1,2,13,WA15
408246,0,4,5,4,0,2,4,54,2,0,1,2,1,2,12,B33
408246,1,4,5,4,0,2,4,42,1,0,1,3,0,2,12,B33
454315,0,6,1,3,8,3,4,41,2,389,1,3,1,3,9,B62
304889,0,4,1,3,8,2,4,46,2,223,1,3,1,2,13,B93
304889,1,4,1,3,8,2,4,41,1,0,1,2,0,2,13,B93
283635,0,1,3,6,2,0,4,45,1,0,1,2,1,1,13,B32
855866,0,1,3,7,2,0,4,81,1,336,1,1,1,1,13,B27
993521,0,2,1,7,2,0,3,84,1,236,1,1,1,2,13,OL9
412091,0,2,1,6,5,0,4,57,1,0,1,2,1,2,1,B23
595272,0,3,4,5,0,0,4,54,1,0,1,2,1,3,13,WV14
821636,0,2,1,6,5,0,4,53,2,248,15,3,1,2,13,B23
821636,1,2,1,6,5,0,4,62,2,260,15,3,0,2,13,B23
729075,0,5,3,4,7,1,4,45,1,240,1,3,1,4,13,B43
729075,1,5,3,4,7,1,4,46,2,340,1,3,0,4,13,B43
729075,3,5,3,4,7,1,4,16,1,0,1,4,0,4,13,B43
372418,0,2,1,1,8,0,4,39,2,341,1,2,1,2,13,B64
372418,1,2,1,1,8,0,4,56,2,525,1,3,0,2,13,B64
722081,0,2,3,6,3,0,3,61,1,247,1,2,1,2,12,M28
392553,0,2,3,6,3,0,4,56,1,0,1,2,1,2,11,B31
61242,0,6,3,5,0,0,4,50,1,0,1,3,1,6,13,B48
61242,1,6,3,5,0,0,4,52,2,0,1,3,0,6,13,B48
61242,2,6,3,5,0,0,4,78,1,0,1,1,0,6,13,B48
61242,3,6,3,5,0,0,4,84,2,0,1,1,0,6,13,B48
780969,0,4,3,5,8,0,3,46,2,186,15,3,1,4,8,M30
780969,1,4,3,5,8,0,3,44,1,238,15,3,0,4,8,M30
780969,2,4,3,5,8,0,3,18,2,186,15,4,0,4,8,M30
247058,0,1,3,6,3,0,4,59,1,245,1,3,1,1,1,B37
807403,0,3,4,5,5,0,4,64,2,466,1,3,1,3,6,WS2
807403,2,3,4,5,5,0,4,36,2,238,1,1,0,3,6,WS2
378250,0,4,5,1,5,0,4,42,1,290,1,3,1,4,1,DY2
877617,0,2,3,1,6,0,3,44,1,244,1,3,1,2,6,M43
229725,0,2,1,7,4,0,4,75,1,293,1,3,1,2,12,B73
703025,0,2,4,6,2,0,4,50,1,0,1,3,1,2,13,B30
703025,1,2,4,6,2,0,4,62,2,0,1,2,0,2,13,B30
689517,0,3,5,3,2,1,3,56,1,0,1,2,1,2,5,BL2
689517,1,3,5,3,2,1,3,36,2,0,1,2,0,2,5,BL2
632896,1,7,4,1,0,0,3,50,1,0,5,3,0,7,11,M14
969178,0,6,4,3,2,3,4,37,1,225,5,3,1,3,7,B36
600341,0,2,1,7,0,0,3,71,1,0,1,3,1,2,13,M20
478697,0,1,1,1,2,0,3,42,1,208,1,3,1,1,13,M4
737877,0,3,3,5,5,0,4,55,1,339,3,3,1,3,12,B37
207496,0,4,3,2,6,2,3,38,1,0,1,2,1,2,10,BL1
406505,0,6,5,4,3,2,3,46,1,232,5,3,1,4,13,OL12
406505,1,6,5,4,3,2,3,49,2,231,5,4,0,4,13,OL12
406505,2,6,5,4,3,2,3,19,2,0,5,1,0,4,13,OL12
646179,0,4,3,3,5,2,3,43,1,0,1,2,1,2,12,M26
646179,1,4,3,3,5,2,3,39,2,255,1,2,0,2,12,M26
708884,0,2,1,7,0,0,4,71,1,328,1,3,1,2,13,DY9
708884,1,2,1,7,0,0,4,70,2,304,1,1,0,2,13,DY9
362581,0,3,1,5,4,0,3,67,2,271,1,2,1,3,13,M40
362581,1,3,1,5,4,0,3,65,1,0,1,2,0,3,13,M40
968185,0,2,4,6,4,0,3,58,2,251,1,2,1,2,13,BL2
968185,1,2,4,6,4,0,3,58,1,234,1,2,0,2,13,BL2
356868,0,3,3,3,2,2,3,34,1,303,5,3,1,1,12,BL9
56762,0,2,4,1,3,0,4,36,2,241,1,2,1,2,12,B44
56762,1,2,4,1,3,0,4,70,1,223,1,1,0,2,12,B44
714189,0,3,3,4,0,1,3,39,2,220,1,3,1,2,13,OL10
269337,0,3,1,5,5,0,4,57,1,359,1,3,1,3,13,WS3
269337,1,3,1,5,5,0,4,54,2,297,1,3,0,3,13,WS3
269337,2,3,1,5,5,0,4,19,1,0,1,1,0,3,13,WS3
236638,0,2,4,7,4,0,3,74,1,249,1,1,1,2,12,OL12
236638,1,2,4,7,4,0,3,76,2,252,1,2,0,2,12,OL12
277878,0,2,6,6,1,0,3,59,1,319,1,2,1,2,4,M14
171940,0,2,5,7,3,0,3,71,1,330,1,1,1,2,13,M27
62190,0,5,3,4,0,1,4,43,1,0,1,3,1,4,10,B26
62190,1,5,3,4,0,1,4,23,1,0,1,3,0,4,10,B26
62190,2,5,3,4,0,1,4,20,2,0,1,3,0,4,10,B26
736649,0,3,3,5,7,0,3,62,1,260,8,3,1,3,13,M23
736649,1,3,3,5,7,0,3,37,2,300,8,2,0,3,13,M23
736649,3,3,3,5,7,0,3,22,1,191,8,3,0,3,13,M23
268166,0,5,4,3,2,3,3,46,1,319,13,3,1,2,1,BL3
531683,0,2,3,6,0,0,4,53,1,291,0,3,1,2,5,DY2
531683,1,2,3,6,0,0,4,19,2,0,0,4,0,2,5,DY2
